State,Year,black_male_mortality,black_female_mortality,white_male_mortality,white_female_mortality
Florida,2015,668.403854417161,568.41470468648,1126.02185618673,979.416414385469
Florida,2016,679.956810204137,591.604180197202,1135.74635747236,988.713912063205
Georgia,1999,774.52426284393,663.963036942881,804.791036425985,826.213007167914
Georgia,2000,762.18581729302,677.49788306619,812.130474714425,848.464956066702
Georgia,2001,742.535160971322,659.73122743156,805.778050894994,845.569736463452
Georgia,2002,741.801823929102,668.161300481382,810.987039085308,839.180420822708
Georgia,2003,725.315341014797,665.37648870923,816.641162530672,850.297179002276
Georgia,2004,721.638441422047,627.243550878693,803.725532440336,828.003373207641
Georgia,2005,704.994194628811,633.757699517476,808.354717885086,818.774806565717
Georgia,2006,703.737772745783,614.286463509259,807.528267820713,811.257778121462
Georgia,2007,696.459021566122,595.444326639279,804.603333450629,805.300110838199
Georgia,2008,686.043802087978,601.707679469174,805.087986824354,820.731702192378
Georgia,2009,662.509330745043,586.793591271523,811.160050755739,808.724381668572
Georgia,2010,658.055370688946,584.602712098555,830.1182307219,826.413777954135
Georgia,2011,631.200875846569,573.77677710496,823.829928176049,828.218148719504
Georgia,2012,645.520311630495,568.942217345329,841.472888620894,835.780687963311
Georgia,2013,670.974681800358,585.438729908367,874.529936972279,838.474247132402
Georgia,2014,689.861147429698,587.45776800635,882.260083482333,855.380581375528
Georgia,2015,710.468865840801,600.196557583055,910.962651857367,882.265063979639
Georgia,2016,720.091654911184,612.814423033109,932.279001966661,871.512748468656
Hawaii,1999,245.968843946433,178.765739157469,669.600153051464,587.022896255219
Hawaii,2000,227.109067744973,192.84853354761,676.228333862993,601.210738621849
Hawaii,2001,197.525730325398,127.867619405792,642.973509899954,636.319715305846
Hawaii,2002,221.316835169257,170.976704424022,662.162026686984,626.291472220288
Hawaii,2003,232.450023245002,156.851561385997,721.654115075384,605.825287067543
Hawaii,2004,287.035560516664,191.475781859443,697.054367289113,618.709278970005
Hawaii,2005,275.791624106231,140.954260342519,702.004565183062,647.821610847042
Hawaii,2006,272.989232091401,191.380776864191,690.936837325569,599.86094867497
Hawaii,2007,324.488407389962,196.86474662778,735.262867100174,631.343660503678
Hawaii,2008,361.944157187177,160.268084796387,718.474937028878,613.477414805114
Hawaii,2009,347.897267983219,181.818181818182,755.652362916615,623.832609288758
Hawaii,2010,299.994915340418,204.037018144721,723.613493424814,607.378211544878
Hawaii,2011,225.373274485867,125.969634688059,718.252432427567,665.084602673722
Hawaii,2012,297.526533149785,203.226216181888,752.175779055002,609.79331109122
Hawaii,2013,312.888431700313,240.666460968837,721.04532036812,625.9953325788
Hawaii,2014,258.354862905242,162.113479435605,807.773909376116,730.431153137127
Hawaii,2015,371.732191199644,208.695652173913,775.256814515957,690.78492904652
Hawaii,2016,305.654610290372,191.204588910134,768.395807502049,676.856541959181
Idaho,1999,501.113585746103,377.216144851,781.063253848788,744.910051503357
Idaho,2000,296.195033037138,407.395800689439,747.955444889131,752.851454951582
Idaho,2001,266.611977030353,,764.453461958147,737.5418735737
Idaho,2002,327.237728585178,,757.199027671818,749.51118835542
Idaho,2003,322.118826055834,,778.89241073735,771.479256849572
Idaho,2004,214.663143989432,,741.757178703354,732.524885139738
Idaho,2005,229.252636405319,,766.838383794323,742.46380946111
Idaho,2006,307.649279821004,,756.209241015679,725.892590113505
Idaho,2007,182.839232075225,200.971361580975,727.007153883181,745.665021544373
Idaho,2008,288.040075140889,,733.74906108101,726.838764005009
Idaho,2009,236.714404071488,,751.232122798437,711.276910763766
Idaho,2010,223.924572775486,226.620335398096,769.651382998586,723.729657654184
Idaho,2011,199.159105996902,225.193525686137,794.562448695799,765.384615384615
Idaho,2012,192.513368983957,177.377541274389,797.684717480094,747.197843390178
Idaho,2013,234.335201222618,169.823644676682,814.969832320803,769.770257404174
Idaho,2014,165.208940719145,174.868848363727,818.49321671176,773.227466670451
Idaho,2015,177.18921943486,,851.668751970867,774.687992399962
Idaho,2016,212.014134275618,149.408114009884,846.649221925364,793.262229720908
Illinois,1999,973.372974494393,789.454865692754,881.54347457881,937.927857862596
Illinois,2000,926.051437016269,768.315697276211,861.40045902642,926.998749591882
Illinois,2001,920.571589271277,774.992839423464,844.554703674948,909.700785804896
Illinois,2002,919.447409912258,781.606207061133,857.29465501914,916.900554117175
Illinois,2003,933.998739738419,767.584044490207,837.133813181717,910.090166066984
Illinois,2004,870.603310899244,772.715109537457,819.544805538698,883.044331814823
Illinois,2005,895.855682290869,756.608323564233,825.538514533695,898.745550250187
Illinois,2006,898.422133834521,731.88492808974,813.609660725294,877.853209965186
Illinois,2007,895.867418607367,735.880960432871,793.462034866046,859.592494866661
Illinois,2008,867.204124749258,730.056465154118,826.630263572404,885.052344776339
Illinois,2009,848.655064323011,708.986127738566,801.509428236777,843.863624943765
Illinois,2010,838.741010391846,707.407024040913,804.250734812203,836.65137944285
Illinois,2011,854.276359213741,706.147132038107,818.002305505585,856.141383882762
Illinois,2012,862.284253258161,728.369283418521,828.741836970649,850.049700565332
Illinois,2013,860.088645317163,741.588042468582,838.579441638541,855.887749371293
Illinois,2014,892.990350082488,744.061209128304,855.9168333377,873.684344844713
Illinois,2015,908.807543200015,771.401747726664,870.438513361197,887.800050839613
Illinois,2016,959.768717877483,808.048324040745,875.809499389411,875.166797766292
Indiana,1999,921.558177088719,775.162648995978,906.985416348426,957.027307058781
Indiana,2000,857.264653085488,759.080308966591,918.572471000196,950.827913904733
Indiana,2001,905.289822451798,723.626729799047,906.538399405991,939.09539379338
Indiana,2002,860.995227948018,743.937739413794,900.693548810165,946.621671904606
Indiana,2003,886.701683224075,745.582677969564,910.189290113371,942.480665852397
Indiana,2004,816.131967816955,679.008627324994,877.771836418143,915.279930041031
Indiana,2005,825.111726502022,709.883535758495,897.111898900808,932.587734685332
Indiana,2006,834.508249818999,656.410914515793,901.581973424583,918.087688292545
Indiana,2007,746.283866409413,665.846808055583,868.855083491178,890.055488932133
Indiana,2008,766.704635532197,653.209400535286,912.220845781846,928.258020201542
Indiana,2009,732.253167207622,652.605263317577,901.401152597269,907.253198479912
Indiana,2010,742.042506727486,618.475843219667,915.460384707005,917.112254054652
Indiana,2011,738.565581064246,656.626914915908,937.436091165243,933.453685258964
Indiana,2012,775.49815312712,632.351007407624,954.210245316691,951.081979721217
Indiana,2013,774.757269537559,667.247970249576,976.331622486992,965.57026882119
Indiana,2014,760.959217962426,657.894736842105,983.961001558582,962.000846100862
Indiana,2015,784.836369021176,674.620684973355,1006.2456015338,993.963403261318
Indiana,2016,838.046410741335,693.161459104872,1035.12838298904,978.095867429724
Iowa,1999,594.762538837106,587.37617475235,957.961011452995,1030.30793441745
Iowa,2000,559.640074618677,552.1581665974,952.301924038581,1012.36889571315
Iowa,2001,596.37968630954,532.46013667426,930.858508488822,1010.87706518479
Iowa,2002,504.489960649783,476.111387920058,946.681056567573,1014.10727807778
Iowa,2003,508.033739274168,522.555188226512,942.871983564124,1018.7341162098
Iowa,2004,482.146600517085,523.439304133631,912.364529061451,962.16518637667
Iowa,2005,490.545843738851,424.352433281005,939.054869953707,998.59749113736
Iowa,2006,515.420184108938,433.71808324589,907.921023868923,988.030249633302
Iowa,2007,466.500442371109,447.913432968203,907.196352047968,970.979692454776
Iowa,2008,460.398120200206,473.813351383366,950.465300077609,1009.66574479995
Iowa,2009,455.726783557231,400.752929746797,915.057624723511,972.064212637664
Iowa,2010,476.586999273604,433.412135539795,927.288191073968,966.570499421203
Iowa,2011,428.141830476223,435.952841275257,931.315647017995,983.517849065878
Iowa,2012,459.917907126255,420.307488109722,940.818271525804,983.418443687857
Iowa,2013,449.862367282737,450.71216042536,975.269012520838,982.808916663575
Iowa,2014,436.96318097183,436.975924145029,977.878096888016,992.049879664212
Iowa,2015,405.916852049808,387.798150251501,990.194401488468,1007.74402026867
Iowa,2016,535.124513998244,420.794799729938,986.235223025073,993.629212205723
Kansas,1999,753.341140394297,696.516201307794,915.468621842512,978.004420505441
Kansas,2000,779.905271779775,746.736040853688,912.677789650054,993.919210048044
Kansas,2001,790.324091420008,727.484186416339,910.888924226763,982.250156178906
Kansas,2002,769.569041336851,758.977722598328,916.587329921853,998.217095082618
Kansas,2003,725.169818248577,735.362561668063,897.60575180879,981.589170668147
Kansas,2004,752.90819268119,706.941613991457,866.534725165304,944.53894025733
Kansas,2005,789.615160611084,679.128794374893,904.59257216219,961.506897244705
Kansas,2006,758.567998253656,732.374084532394,884.610741911594,958.384305558661
Kansas,2007,680.871171442072,651.627414659963,893.017262295521,944.045956582455
Kansas,2008,683.262160191647,657.474993241417,910.015403109769,946.536892592107
Kansas,2009,673.021847639309,631.031922791388,872.681602009512,901.931073643064
Kansas,2010,667.449539811107,581.547103227221,898.650195918783,900.974025974026
Kansas,2011,622.033227848101,650.044157817988,904.099439064125,935.687528445228
Kansas,2012,644.064503594327,621.080254105918,913.205667879651,921.573190598092
Kansas,2013,657.628685320341,644.536569128817,908.965068119291,933.23705989609
Kansas,2014,676.081015454641,641.785348412109,942.958956970967,926.84220649092
Kansas,2015,675.159596035795,692.107181735561,959.565806475402,971.915381812826
Kansas,2016,728.419629782601,643.984329050073,949.801162386931,950.692065019577
Kentucky,1999,886.612624224129,878.838115842769,1008.38623681682,982.455841858531
Kentucky,2000,883.222763967708,877.398740958165,1002.70274016272,988.064138556925
Kentucky,2001,868.157165710718,807.386809980423,1003.50280841908,1000.67888303928
Kentucky,2002,825.201010502558,869.570564974879,1032.62810738981,1005.24972519489
Kentucky,2003,847.522187940426,822.528166278166,1010.35627462303,991.043926461516
Kentucky,2004,793.793193053227,766.848194012593,966.680645905871,947.107488876963
Kentucky,2005,793.115803409305,755.884172386367,1002.19167271881,978.022086174308
Kentucky,2006,822.769672327194,772.191818940729,995.263319412385,957.778590988709
Kentucky,2007,788.993712524255,762.040467369621,983.917045815258,954.599286555106
Kentucky,2008,753.569082927167,688.101668702581,1013.87496436315,983.772222639342
Kentucky,2009,771.062415059585,733.597553570837,1001.33996466843,981.099890173875
Kentucky,2010,727.41576270623,720.407740979929,1029.32860093169,981.199389269895
Kentucky,2011,708.294299530511,710.959875835365,1040.92155923643,990.966414156864
Kentucky,2012,741.709132627198,694.308985950392,1060.3319412394,1016.9881946444
Kentucky,2013,727.513227513227,657.56301428965,1073.50925423891,1007.4170983847
Kentucky,2014,730.806588166855,680.681917648816,1108.27014136214,1019.71264686364
Kentucky,2015,780.087246599949,716.723200784666,1152.0757484144,1053.06793959351
Kentucky,2016,828.928277919258,750.147756376256,1166.33389095749,1087.24411520403
Louisiana,1999,947.916908976715,798.465374627234,982.21511561155,963.919747545148
