State,Year,black_male_mortality,black_male_mortality_weighted,black_female_mortality,black_female_mortality_weighted,hispanic_male_mortality,hispanic_male_mortality_weighted,hispanic_female_mortality,hispanic_female_mortality_weighted,white_female_mortality,white_female_mortality_weighted,white_male_mortality,white_male_mortality_weighted
Arizona,2005,10.9092584324543,0.23665062463585,9.69331283009284,0.193247811809688,55.3340879046466,7.81758289509161,38.9616372587654,5.293988614049,348.376978073761,153.075983001487,380.710855499936,166.021126752255
Arizona,2006,12.8210635644448,0.290458665870303,8.82381088781968,0.183761918801621,53.6394819759564,7.69627160368959,37.1031296166403,5.15021119165382,343.730557968374,150.381481294663,370.76591839534,160.979611394097
Arizona,2007,11.4954064582782,0.270271580277081,9.58220764011628,0.207449678341309,53.6019940071479,7.81174751439008,39.4475654626107,5.59503243416815,326.58952367997,142.381652145422,357.135850573335,154.344807748258
Arizona,2008,11.7349923459826,0.286498555563703,9.4898988306725,0.213492283723145,49.9811953514782,7.36298354929617,37.895904726511,5.46486581781084,319.710870169586,138.90982770358,353.164355812611,151.898368309705
Arizona,2009,11.2719949728479,0.284543880069335,10.2315031292004,0.23855776137539,49.1868871542454,7.28861715883545,39.6175151982752,5.7890133602222,316.262225385037,137.058328822419,346.862144605034,148.470618748634
Arizona,2010,12.093209389149,0.310578218631568,9.77782130429253,0.23232818715511,48.5605717256384,7.23081095728397,38.9704845903883,5.75141733395016,318.115549442375,137.636118716376,351.766899243228,150.128727385896
Arizona,2011,12.2310200005783,0.320816466932734,10.4218805061818,0.252080032338675,50.2074866521843,7.54628151912403,39.3371869550837,5.84999845971632,328.660341482038,141.694825627977,357.977678929695,152.473779485839
Arizona,2012,12.8709482087091,0.343602775871838,11.3899494231281,0.28094749707441,52.628894988636,7.96412084859808,41.8802027716358,6.26794956870515,326.140361430883,140.258449996525,366.280008928743,155.619038731939
Arizona,2013,14.219689983587,0.385507886925725,11.0346001889619,0.27711023765393,53.301194620006,8.12061079281547,44.7573044600163,6.75339278694248,332.215432228007,142.621585597619,364.805995576801,154.567021481671
Arizona,2014,13.5714427083481,0.3744207417775,11.3988213975818,0.291499717090931,54.2411279297464,8.32727290890349,44.4196891276524,6.75054386539018,329.911057943066,141.302477030411,369.137289279914,156.048337377319
Arizona,2015,15.0640294591984,0.424495552232198,11.9544148093931,0.313520937155639,57.6158789831854,8.90366641674746,45.4707802565872,6.95477206917368,340.634816096363,145.555429140602,384.272097149055,162.006951516323
Arizona,2016,16.9093636466861,0.485887331404474,12.4800337494739,0.335416152407868,61.6643517286145,9.58639974910821,47.1355725543715,7.25805574732516,343.049436371378,146.209874253674,396.778506525182,166.794621377917
Arkansas,1980,98.0512531902706,7.50521276613562,83.5445615417992,7.2854569167714,,,,,352.617474708326,150.098998420476,458.053158285921,184.670598099716
Arkansas,1981,93.5171879795753,7.16911996304854,71.8055051759257,6.2798699273075,,,,,353.490610787131,150.433580348452,455.073383743966,183.152228247613
Arkansas,1982,92.4317928760843,7.07430006570744,72.0366589458592,6.30404938538653,,,,,360.052556691282,153.256816807423,451.089810495214,181.434953867748
Arkansas,1983,89.5512161402082,6.81825483879539,78.4494673112041,6.83571667529203,,,,,367.615331341668,156.610074678682,467.400972183614,188.061382523639
Arkansas,1984,92.4964915123909,7.00821725446994,77.2815513894301,6.71451279691914,,,,,378.477023285324,161.302746583938,467.740878794253,188.285376311137
Arkansas,1985,90.5036850076587,6.83395378781175,80.3236312123027,6.95485680165628,,,,,391.867640400982,167.068769034148,473.093301696418,190.448096119539
Arkansas,1986,90.8425247619832,6.81145242723836,78.8387933163223,6.79634980040339,,,,,387.977748511537,165.582067920204,468.488490136362,188.640382975904
Arkansas,1987,91.8373182137471,6.85516966463211,78.4372634186186,6.73008760751863,,,,,399.057045825627,170.375220047744,471.775814522758,190.066980706729
Arkansas,1988,92.8277350160636,6.91723198845495,82.9306603268509,7.11102498130748,,,,,412.733610422985,176.242141328134,472.499996800515,190.218918164695
Arkansas,1989,92.5618821313416,6.88131500761546,79.9591603692087,6.85381059209793,,,,,410.227108709971,175.072924958921,464.853095266784,187.142688028354
Arkansas,1990,93.0063714465339,6.88567387413616,81.4443362392865,6.95341432156175,,,,,411.259892022493,175.574928557194,460.228511723776,185.365200860834
Arkansas,1991,91.0601651414474,6.76197173023211,81.7066797307874,6.985002689731,,,,,414.405541961078,176.610322639975,461.089081252847,186.029585531488
Arkansas,1992,87.8569161353386,6.55763074685908,78.4215054528811,6.71478515848319,,,,,410.274831166155,174.58882762119,454.513664585221,183.28226013929
Arkansas,1993,88.7662829760026,6.64352412174172,81.3589177758043,6.96603204146639,,,,,437.034546811699,185.712832582622,470.611889065345,189.727528975419
Arkansas,1994,84.7725970075073,6.32939457750558,75.3534195622287,6.42677615159984,,,,,426.989350317246,181.296291885765,464.42557046146,187.492108543702
Arkansas,1995,85.8888689524358,6.40696106712369,78.1202246991622,6.64561100873202,,,,,426.368434854791,180.746077782264,459.730226927225,185.758144053443
Arkansas,1996,78.9276104403625,5.92032839170241,72.4766092916179,6.16879975900076,,,,,427.359395377974,180.650755577322,450.093345209393,181.87836540012
Arkansas,1997,79.5464545530354,5.97720342237374,76.126341289644,6.47420546380814,,,,,451.262809573089,190.354390423514,459.486452700794,185.76509544416
Arkansas,1998,79.1607740096911,5.95861998640518,75.5833159534839,6.43375979149818,,,,,442.919753809993,186.43525960666,445.697992513218,180.267597724522
Arkansas,1999,76.8140097893554,5.78739539112299,76.1352409252374,6.44941451894308,1.8477596856546,0.029231958735479,1.16899082153658,0.0144033267604196,447.044715784393,187.858544969494,450.400850723643,182.338921252341
Arkansas,2000,74.9233186204833,5.62462978872415,76.2325129049151,6.42068012016945,2.65579411984739,0.0485302814179638,1.19697763148051,0.0170202392769882,450.998728211267,189.059631821922,449.577317273883,182.034249274677
Arkansas,2001,71.4081107278983,5.38415952005821,71.1480395649976,6.00004152246438,2.04341627993466,0.0408292880012772,0.854519535245401,0.0135709933171371,442.864037396747,185.209526082425,442.901190420019,179.19919949681
Arkansas,2002,70.9923068878059,5.36187404289719,75.944399091328,6.39785675225568,1.25650100686382,0.0271970618468325,1.07172144703091,0.0186641404109883,451.675156055577,188.581134184747,449.753448633315,181.892780558665
Arkansas,2003,73.4728510108573,5.55432940573766,68.9954844657401,5.7994810569153,1.68818738586385,0.039495719884957,0.990892596050522,0.0188649598037874,439.699414565974,183.239072150534,437.901128002772,177.083907111751
Arkansas,2004,70.4807748957517,5.32462319329167,68.5532820838452,5.75865958840706,3.74588225710136,0.0935419554028586,2.25480291204159,0.0462803995619149,433.504043734448,180.278817288289,425.248555653264,171.951336026923
Arkansas,2005,71.3747129280281,5.38748648007513,70.619615209394,5.91020618094834,4.27888707225962,0.115136665555166,3.45187528518423,0.0773436368889579,428.032535362844,177.780290975266,434.648629659447,175.648810196371
Arkansas,2006,71.1966747006568,5.39169993966819,68.9640263650961,5.7847437697172,4.96144074569037,0.142311517904843,3.18949762222952,0.0775909314353503,416.902778087868,172.762773987724,426.613026404433,172.220365394836
Arkansas,2007,68.1024344865112,5.14754139114937,67.856704052797,5.67210250432305,4.80929563126393,0.145785651572114,3.3700173766521,0.0875969096428851,423.569059027961,175.333636292486,424.938128587226,171.513510603967
Arkansas,2008,72.1155351404079,5.46090871702293,65.2970860870939,5.46765651932424,4.03540862338992,0.128027233315469,2.85261644067219,0.0784298486497888,438.920263804402,181.385564055777,437.52874358944,176.397103399133
Arkansas,2009,67.8324645139554,5.15009077562534,65.5541221944027,5.48240483719468,5.07448971173101,0.167421691199244,2.83066773035335,0.0815573544877,416.625961434569,171.903981824369,432.919561053188,174.3004404344
Arkansas,2010,65.3653497800693,4.97483305427034,63.1705006793744,5.29197805063592,5.17847209695197,0.176266579183219,2.91503396186038,0.0867706851796229,419.319061784316,172.723615335101,438.318224312206,176.257885325675
Arkansas,2011,67.7667883543183,5.1739184308296,63.1741596254864,5.29608971139913,4.96684292155144,0.173247678573316,3.87821981545797,0.118840442850987,429.631912714199,176.637526947723,441.4366695209,177.286764894332
Arkansas,2012,65.5779929067318,5.01184030976241,64.1884850466926,5.38768778302638,4.88022272794283,0.173925492503517,3.32126268984998,0.104766577043353,435.492097597677,178.790287866557,449.658299682955,180.347466577453
Arkansas,2013,68.138885706145,5.22849909070718,62.1564537765876,5.23182079970117,5.74583857641103,0.207924392600119,3.65029744854348,0.118265095593865,437.596306169375,179.457550561341,454.124041839169,181.811364090905
Arkansas,2014,69.0954096380344,5.31810561395248,60.601730014237,5.11061152294107,4.71871090210967,0.173624129414895,4.14572457828207,0.137656949996986,434.492158850684,177.949806242693,455.018551274861,181.93260937658
Arkansas,2015,69.5467506287248,5.37556593255752,62.7633398962272,5.30384833240127,5.27225487624809,0.197413023145002,3.52603033124872,0.120027119064537,447.302133449838,182.905583833631,474.099963967328,189.273455426764
Arkansas,2016,71.8815841255478,5.56954257547996,66.7615271557113,5.65374948300095,5.99013201046232,0.229141620814587,4.41730405240797,0.154106474686031,441.763869665436,180.399883393268,473.722395196115,188.802022495167
California,1980,32.8329888138163,1.24581476185606,24.4761903517706,0.96829306794977,,,,,333.892658672656,145.193486770414,376.346711979085,159.396472182971
California,1981,31.8555415476979,1.20870037367996,24.1329860209833,0.952087369100355,,,,,323.115009431582,139.060270557926,361.497753496274,152.198232354645
California,1982,31.4633792602169,1.19519604603137,24.4429242840714,0.962197922058665,,,,,321.911583843191,137.420895297594,359.33390598694,150.637372113238
California,1983,30.4270620053363,1.15640346150136,23.8676047976642,0.938423683286799,,,,,317.243856247409,134.51832947544,347.367750062474,145.152655504514
California,1984,31.8060713663795,1.20943645152598,24.6813877415491,0.967588062846154,,,,,322.148520212098,135.617964125812,351.964780262432,146.62968164246
California,1985,32.0403048687673,1.21577349556844,25.1958282896374,0.982458508448797,,,,,323.906454239483,135.452534540061,353.066265103906,146.673458254158
California,1986,33.4663096730526,1.27187718304909,25.0463246507548,0.974300166516799,,,,,316.766024454347,131.550268769079,345.694529425969,143.181600961556
