State,Year,black_male_mortality,black_female_mortality,white_male_mortality,white_female_mortality
Louisiana,1993,1081.77129512844,804.234665069371,970.457211013528,882.479756590972
Louisiana,1994,1007.74180652403,781.937117077805,956.810480754805,880.384147942432
Louisiana,1995,1018.66079898649,778.091387596308,963.02730998226,902.776699776128
Louisiana,1996,988.483412251326,756.474284769307,962.554861187454,906.622473656935
Louisiana,1997,963.926434153414,777.851039035433,963.573126774065,920.291900770986
Louisiana,1998,981.878977298536,801.747468422813,945.373951893168,928.552779265664
Maine,1980,266.098988823842,495.458298926507,1052.82604077184,881.678624044354
Maine,1981,291.686922702966,225.733634311512,1017.95417829344,833.658101448899
Maine,1982,411.146642302421,430.107526881721,978.785053747095,878.604731479883
Maine,1983,477.223427331887,473.9336492891,1029.38393455032,898.500497546581
Maine,1984,249.376558603491,773.694390715667,989.434606219458,908.373901928255
Maine,1985,392.310710082385,727.713765918739,1059.01806338685,924.143502517395
Maine,1986,716.981132075472,465.116279069768,996.449147224916,941.280956217652
Maine,1987,325.61505065123,166.574125485841,1006.42194728652,917.721150503274
Maine,1988,240.467193404328,370.959194488606,996.969434583081,936.383599357609
Maine,1990,321.027287319422,,944.07430252178,883.464726584564
Maine,1991,445.43429844098,,943.790602886492,889.417086775671
Maine,1994,637.797918764686,497.512437810945,952.695039995693,943.600178037769
Maine,1995,377.121307353866,426.621160409556,973.543050591933,941.626471738488
Maine,1996,293.772032902468,,950.608556984586,957.418328763261
Maine,1997,458.963282937365,,964.129378649919,975.891503084379
Maine,1998,360.057609217475,347.222222222222,976.771689611807,974.271303625064
Maryland,1980,888.236132270899,590.58966162036,906.565692353876,781.828479519833
Maryland,1981,860.366592845485,589.776565416563,901.301480108333,775.092481584606
Maryland,1982,865.295753488824,606.164849621218,888.349742252641,782.646150462348
Maryland,1983,877.332974082096,595.995446326927,902.687634601062,813.988286092942
