State,Year,black_male_mortality,black_male_mortality_weighted,black_female_mortality,black_female_mortality_weighted,hispanic_male_mortality,hispanic_male_mortality_weighted,hispanic_female_mortality,hispanic_female_mortality_weighted,white_female_mortality,white_female_mortality_weighted,white_male_mortality,white_male_mortality_weighted
New Mexico,1987,7.23238812103909,679.192586009902,5.74535504942357,595.864002804066,,,,,291.390889624294,649.727433991099,344.856487790107,790.640012397335
New Mexico,1988,6.70626492563088,625.390869293308,5.70032518678624,586.004825922096,,,,,287.363452063283,641.908137477698,349.396402625369,802.95165645382
New Mexico,1989,6.77651260730309,626.074146820525,5.9128394318625,599.730458221024,,,,,288.865458985822,646.848621355526,349.986945247771,806.843157225672
New Mexico,1990,7.38924218703096,678.705611441037,5.01412862691386,507.749866381614,,,,,292.534820154422,656.207405346448,346.634629023756,801.238305108009
New Mexico,1991,7.45538178945873,659.278204035237,5.5272658094263,543.650041089829,,,,,301.235986613734,677.89010861862,357.665514296016,827.881070755938
New Mexico,1992,8.20879155309083,707.725553754727,4.38637716577373,415.479582146249,,,,,289.876868126704,653.976377117895,348.654322148072,808.630429443216
New Mexico,1993,6.8421557433483,582.786970548444,5.3759795126308,496.16599007668,,,,,307.774827098113,694.973238426309,346.506315859567,804.606342942175
New Mexico,1994,6.83276423339059,584.05281868969,5.76328809251206,526.344348581041,,,,,299.037412057868,676.079571328208,361.126443569983,838.285858512022
New Mexico,1995,7.72980327360075,657.732060728945,6.56742684148033,593.986543313709,,,,,313.086091991633,708.12257474262,351.212038965183,815.327014537727
New Mexico,1996,5.19072491610705,435.385866704942,3.76470158750621,338.426828017639,,,,,302.602150329098,685.220801262718,350.630616036374,815.634926742794
New Mexico,1997,7.04163465070112,579.777365491651,5.35164233453285,478.276191914615,,,,,306.113941535279,693.762647379878,346.279425582878,807.534359949869
New Mexico,1998,6.85477354168873,565.413257331985,5.51725675306654,502.104782674849,,,,,313.257577868556,712.109407166702,342.515757619666,801.731301306694
New Mexico,1999,8.01954778599643,658.103753460718,5.7519515154733,518.496360554392,130.137903037583,26.8652765739016,99.3317780941351,20.89355784422,327.584700251427,746.359873233491,360.492499787067,846.673837025029
New Mexico,2000,6.4319428975408,523.279216422917,5.33246547915776,475.816736976356,127.924197628867,26.6479267213232,95.1597705610523,20.2168856263252,320.93745842601,734.10138596531,351.502930657059,829.827052309993
New Mexico,2001,7.69780912709028,609.571570619515,6.3329493527835,554.254861675188,129.989244904978,27.5556420108802,103.183398937593,22.2655859690665,334.336050314191,767.332005162325,365.127286822552,863.67762922557
New Mexico,2002,7.0069190630779,538.525269262635,5.98283089232036,514.675198219502,136.419324220386,29.1941672934861,103.217307736878,22.4663594844676,331.804567325443,763.463863826621,373.145389797602,884.03137717608
New Mexico,2003,7.77599178514402,588.828392821133,5.11298089982073,433.663097980756,138.157004730573,29.8483894786189,109.449747386787,24.0095592262571,344.380567690009,794.476752401185,373.513906775445,885.752681381638
New Mexico,2004,7.14357750361381,528.730269807947,5.83041987427304,485.606789745385,137.513866944566,29.9061427940177,99.5373483040307,21.9949009805494,324.454987057518,750.408187066301,357.073822570343,847.252722600136
New Mexico,2005,6.36555685166804,462.319112948694,6.57256683058407,541.924471943674,137.920398452807,30.2458942588793,109.818793814956,24.4544618330037,335.459670833433,777.053311227713,368.167247502166,874.004091135259
New Mexico,2006,7.28797224658625,518.209820619677,5.80999186091491,471.971516104993,137.401211026549,30.3734211598316,113.396770969611,25.4810529036084,341.056715203882,790.333647876362,370.361498712883,880.519757472362
