State,Year,Gender.Code,Race,Group_Population,Group_Deaths,State_Population,State_Deaths,population_proportion,deaths_proportion,black_male_mortality,black_male_mortality_weighted,black_male_mortality_weighted_2,black_female_mortality,black_female_mortality_weighted,black_female_mortality_weighted2,hispanic_male_mortality,hispanic_male_mortality_weighted,hispanic_male_mortality_weighted2,hispanic_female_mortality,hispanic_female_mortality_weighted,hispanic_female_mortality_weighted2,white_male_mortality,white_male_mortality_weighted,white_male_mortlaity_weighted2,white_female_mortality,white_female_mortality_weighted,white_female_mortality_weighted2
Alabama,1990,M,Black or African American,470865,5564,4043643,39381,0.116445739646156,0.141286407150656,137.598695038113,1181.65503913011,19.4408252505538,,,,,,,,,,,,,,,
Alabama,1991,M,Black or African American,479630,5604,4101607,40063,0.116937093192985,0.139879689489055,136.629374779202,1168.40064216167,19.1116745191985,,,,,,,,,,,,,,,
Alabama,1992,M,Black or African American,490108,5498,4155699,39352,0.117936356795812,0.139713356373247,132.30024599953,1121.79356386756,18.4841114176005,,,,,,,,,,,,,,,
Alabama,1993,M,Black or African American,500707,5566,4216208,41272,0.118757660912365,0.134861407249467,132.014359822855,1111.62815778489,17.8036423428477,,,,,,,,,,,,,,,
Alabama,1994,M,Black or African American,509633,5587,4262457,41708,0.119563200285657,0.133955116524408,131.074636060845,1096.27908710778,17.5581181469248,,,,,,,,,,,,,,,
Alabama,1995,M,Black or African American,516231,5787,4298981,42362,0.120082177613718,0.136608281006563,134.613295569345,1121.00978050524,18.3892909083566,,,,,,,,,,,,,,,
Alabama,1996,M,Black or African American,521901,5615,4334219,42827,0.120414081521954,0.131108879912205,129.550444959057,1075.87454325629,16.9852137307097,,,,,,,,,,,,,,,
Alabama,1997,M,Black or African American,528672,5536,4370490,43258,0.12096401090038,0.127976328078043,126.667719180229,1047.15210943647,16.2104695867065,,,,,,,,,,,,,,,
Alabama,1998,M,Black or African American,534488,5472,4408398,43950,0.12124313639558,0.124505119453925,124.126723585302,1023.78350870366,15.4544125474124,,,,,,,,,,,,,,,
Alaska,1980,M,Black or African American,7720,35,403594,1714,0.0191281337185389,0.0204200700116686,8.67208134907853,453.367875647668,0.177084508295069,,,,,,,,,,,,,,,
Alaska,1981,M,Black or African American,8337,30,420161,1723,0.0198423937490629,0.0174114915844457,7.14012009682003,359.841669665347,0.124320140977714,,,,,,,,,,,,,,,
Alaska,1982,M,Black or African American,9160,25,451672,1785,0.0202802033333924,0.0140056022408964,5.53498999273809,272.92576419214,0.0775208682456316,,,,,,,,,,,,,,,
Alaska,1983,M,Black or African American,10054,31,490111,1897,0.0205137203613059,0.0163415919873484,6.32509778397139,308.334991048339,0.103362167265742,,,,,,,,,,,,,,,
Alaska,1984,M,Black or African American,10692,40,515014,1929,0.0207606006826999,0.0207361327112494,7.7667791555181,374.111485222596,0.161052963307789,,,,,,,,,,,,,,,
Alaska,1985,M,Black or African American,11328,41,533411,2068,0.0212369073753635,0.019825918762089,7.68638067081481,361.935028248588,0.152389558754065,,,,,,,,,,,,,,,
Alaska,1986,M,Black or African American,11749,34,544113,2090,0.0215929411721462,0.0162679425837321,6.24870201594154,289.386330751553,0.101653525618188,,,,,,,,,,,,,,,
Alaska,1987,M,Black or African American,11784,32,538774,2055,0.0218718794893592,0.0155717761557178,5.9394105877418,271.554650373388,0.0924871721692154,,,,,,,,,,,,,,,
Alaska,1988,M,Black or African American,12013,32,541504,2064,0.0221845083323484,0.0155038759689922,5.90946696607966,266.378090402064,0.091619642884956,,,,,,,,,,,,,,,
Alaska,1989,M,Black or African American,12351,30,547442,2095,0.022561294164496,0.0143198090692124,5.48003258792712,242.895312120476,0.0784730203521784,,,,,,,,,,,,,,,
Alaska,1990,M,Black or African American,12477,30,549982,2188,0.022686197002811,0.0137111517367459,5.45472397278456,240.442414041837,0.0747905480729145,,,,,,,,,,,,,,,
Alaska,1991,M,Black or African American,12611,30,570440,2200,0.0221074959680247,0.0136363636363636,5.25909823995512,237.887558480691,0.071714975999388,,,,,,,,,,,,,,,
Alaska,1992,M,Black or African American,13460,33,589389,2303,0.0228372093812406,0.014329135909683,5.59901864473209,245.17087667162,0.0802290991212153,,,,,,,,,,,,,,,
Alaska,1993,M,Black or African American,14344,48,599884,2383,0.0239112895159731,0.0201426772975241,8.00154696574671,334.634690462911,0.161172578412019,,,,,,,,,,,,,,,
Alaska,1994,M,Black or African American,13759,42,603918,2445,0.0227828943664537,0.0171779141104294,6.95458654982961,305.254742350462,0.119465290426521,,,,,,,,,,,,,,,
Alaska,1995,M,Black or African American,13002,41,605068,2553,0.0214884938552361,0.0160595377986682,6.77609789312937,315.336102138133,0.108821000242187,,,,,,,,,,,,,,,
Alaska,1996,M,Black or African American,12959,51,609231,2582,0.0212710778013594,0.0197521301316809,8.37120895029964,393.548884944826,0.16534920854581,,,,,,,,,,,,,,,
Alaska,1997,M,Black or African American,13246,34,613530,2575,0.021589816308901,0.0132038834951456,5.54170130229981,256.681262267854,0.0731719783604635,,,,,,,,,,,,,,,
Alaska,1998,M,Black or African American,13644,39,620503,2571,0.0219886124644039,0.015169194865811,6.28522343969328,285.839929639402,0.0953417791318701,,,,,,,,,,,,,,,
Arizona,1980,M,Black or African American,39218,330,2725485,21367,0.0143893655624595,0.015444376842795,12.1079367525413,841.450354429089,0.186999537994975,,,,,,,,,,,,,,,
Arizona,1981,M,Black or African American,41823,350,2816864,21358,0.0148473621729697,0.0163873021818522,12.4251650061913,836.860100901418,0.203614933615832,,,,,,,,,,,,,,,
Arizona,1982,M,Black or African American,43525,305,2896090,21969,0.0150288837708773,0.0138831990532113,10.5314406665539,700.746697300402,0.146210087090852,,,,,,,,,,,,,,,
Arizona,1983,M,Black or African American,45297,364,2974479,22593,0.0152285492686282,0.0161111848802727,12.2374372116932,803.585226394684,0.197159613378318,,,,,,,,,,,,,,,
Arizona,1984,M,Black or African American,47388,334,3072024,23972,0.0154256607370255,0.0139329217420324,10.8723108934045,704.81978559973,0.151483056832851,,,,,,,,,,,,,,,
Arizona,1985,M,Black or African American,49661,332,3190632,24619,0.0155646279483187,0.0134855193143507,10.4054619899757,668.532651376332,0.140323058640559,,,,,,,,,,,,,,,
Arizona,1986,M,Black or African American,52169,369,3315309,25569,0.0157357881271399,0.0144315381907779,11.1301842452694,707.316605647032,0.160625679006,,,,,,,,,,,,,,,
Arizona,1987,M,Black or African American,54732,375,3444621,26969,0.0158891210382797,0.0139048537209389,10.8865387512879,685.156763867573,0.15137572886399,,,,,,,,,,,,,,,
Arizona,1988,M,Black or African American,56822,419,3543501,27684,0.0160355535387178,0.0151350960843809,11.8244639976114,737.390447361937,0.178964398750151,,,,,,,,,,,,,,,
Arizona,1989,M,Black or African American,58777,437,3629959,28212,0.0161921939063224,0.015489862469871,12.0387034674496,743.488099086377,0.186477861026354,,,,,,,,,,,,,,,
Arizona,1990,M,Black or African American,59645,413,3670009,28789,0.0162520037416802,0.0143457570599882,11.2533783977097,692.430212088189,0.161438232597662,,,,,,,,,,,,,,,
Arizona,1991,M,Black or African American,63206,440,3789418,29548,0.0166796062086579,0.0148910247732503,11.6112817324455,696.136442742778,0.172903883927034,,,,,,,,,,,,,,,
Arizona,1992,M,Black or African American,66004,482,3917373,31055,0.0168490465421598,0.015520850104653,12.3041640405445,730.258772195625,0.190971085736353,,,,,,,,,,,,,,,
Arizona,1993,M,Black or African American,68886,456,4066852,33321,0.0169384083807328,0.0136850634734852,11.2126037534683,661.963243619894,0.153445194069252,,,,,,,,,,,,,,,
Arizona,1994,M,Black or African American,73216,543,4247728,34298,0.0172365085523367,0.0158318269286839,12.7833043923716,741.641171328671,0.202383062716712,,,,,,,,,,,,,,,
Arizona,1995,M,Black or African American,77561,537,4433841,35342,0.0174929592648902,0.0151943862826099,12.1113950635578,692.358272843311,0.184025215016992,,,,,,,,,,,,,,,
Arizona,1996,M,Black or African American,81678,490,4589841,36592,0.0177953876833642,0.0133909051158723,10.675751077216,599.91674624746,0.142957969715671,,,,,,,,,,,,,,,
Arizona,1997,M,Black or African American,85156,520,4739994,37066,0.0179654235849244,0.0140290292990881,10.9704780217021,610.643994551177,0.153905157591461,,,,,,,,,,,,,,,
Arizona,1998,M,Black or African American,88873,523,4886250,38300,0.0181883857764134,0.0136553524804178,10.7035047326682,588.480190834112,0.146160129900404,,,,,,,,,,,,,,,
Arkansas,1980,M,Black or African American,175178,2244,2288599,22744,0.0765437719757808,0.0986633837495603,98.0512531902706,1280.98277180925,9.67406842063696,,,,,,,,,,,,,,,
Arkansas,1981,M,Black or African American,175837,2145,2293696,22372,0.0766609873322358,0.095878777042732,93.5171879795753,1219.87977501891,8.96631361595696,,,,,,,,,,,,,,,
Arkansas,1982,M,Black or African American,175623,2121,2294665,22419,0.07653535483393,0.0946072527766627,92.4317928760843,1207.70058591415,8.74471799322784,,,,,,,,,,,,,,,
Arkansas,1983,M,Black or African American,175570,2065,2305943,23154,0.0761380485120404,0.0891854539172497,89.5512161402082,1176.16904938201,7.9866658603062,,,,,,,,,,,,,,,
Arkansas,1984,M,Black or African American,175787,2146,2320088,23595,0.0757673846854085,0.0909514727696546,92.4964915123909,1220.79562197432,8.41269212907781,,,,,,,,,,,,,,,
Arkansas,1985,M,Black or African American,175794,2107,2328082,24137,0.075510226873452,0.0872933670298712,90.5036850076587,1198.56195319522,7.9003713929294,,,,,,,,,,,,,,,
Arkansas,1986,M,Black or African American,174901,2119,2332608,23968,0.0749808797706258,0.0884095460614152,90.8425247619832,1211.54252977399,8.0313463772798,,,,,,,,,,,,,,,
Arkansas,1987,M,Black or African American,174913,2152,2343274,24429,0.0746447065089273,0.0880920217773957,91.8373182137471,1230.32593346407,8.09013503606303,,,,,,,,,,,,,,,
Arkansas,1988,M,Black or African American,174677,2176,2344127,24904,0.0745168670468793,0.0873755220044973,92.8277350160636,1245.72782907881,8.1108718035237,,,,,,,,,,,,,,,
Arkansas,1989,M,Black or African American,174609,2174,2348699,24647,0.0743428596001446,0.0882054611108857,92.5618821313416,1245.06755092807,8.16446349468644,,,,,,,,,,,,,,,
Arkansas,1990,M,Black or African American,174168,2188,2352527,24652,0.0740344319108771,0.0887554762291092,93.0063714465339,1256.25832529512,8.25482479007854,,,,,,,,,,,,,,,
Arkansas,1991,M,Black or African American,177042,2171,2384138,25048,0.074258285384487,0.0866735867135101,91.0601651414474,1226.2626947278,7.89251111953378,,,,,,,,,,,,,,,
Arkansas,1992,M,Black or African American,180362,2123,2416429,24956,0.0746398921714646,0.0850697227119731,87.8569161353386,1177.07721138599,7.47396349396232,,,,,,,,,,,,,,,
Arkansas,1993,M,Black or African American,183890,2181,2457014,26531,0.0748428783881573,0.0822057216086842,88.7662829760026,1186.0351296971,7.29709634656295,,,,,,,,,,,,,,,
Arkansas,1994,M,Black or African American,186278,2115,2494910,26305,0.0746632143043236,0.0804029652157385,84.7725970075073,1135.3997788252,6.81596816844242,,,,,,,,,,,,,,,
Arkansas,1995,M,Black or African American,189163,2178,2535835,26702,0.0745959417706594,0.0815669238259306,85.8888689524358,1151.38795641854,7.00569083133867,,,,,,,,,,,,,,,
Arkansas,1996,M,Black or African American,193018,2031,2573244,26534,0.0750095987788177,0.0765433029320871,78.9276104403625,1052.23347045353,6.04137999564243,,,,,,,,,,,,,,,
Arkansas,1997,M,Black or African American,195536,2070,2602253,27844,0.075141041243876,0.0743427668438443,79.5464545530354,1058.62859013174,5.91370352409076,,,,,,,,,,,,,,,
