State,Year,Gender.Code,Race,Group_Population,Group_Deaths,State_Population,State_Deaths,population_proportion,deaths_proportion,black_male_mortality,black_male_mortality_weighted,black_male_mortality_weighted_2,black_female_mortality,black_female_mortality_weighted,black_female_mortality_weighted2,hispanic_male_mortality,hispanic_male_mortality_weighted,hispanic_male_mortality_weighted2,hispanic_female_mortality,hispanic_female_mortality_weighted,hispanic_female_mortality_weighted2,white_male_mortality,white_male_mortality_weighted,white_male_mortlaity_weighted2,white_female_mortality,white_female_mortality_weighted,white_female_mortality_weighted2
North Carolina,1999,M,Black or African American,826729,7749,7949361,69600,0.103999428381728,0.111336206896552,97.4795332605979,937.308356184433,10.8530014832812,,,,,,,,,,,,,,,
North Carolina,2000,M,Black or African American,835517,7990,8049313,71935,0.103799790118734,0.111072496003336,99.2631296608791,956.29412686995,11.0254035725367,,,,,,,,,,,,,,,
North Carolina,2001,M,Black or African American,854256,7813,8210122,70934,0.104049123752363,0.11014464149773,95.1630195020245,914.597029461894,10.481696666892,,,,,,,,,,,,,,,
North Carolina,2002,M,Black or African American,867829,7624,8326201,72027,0.104228687248843,0.105849195440599,91.5663698246055,878.514085148111,9.6922265753508,,,,,,,,,,,,,,,
North Carolina,2003,M,Black or African American,876767,7586,8422501,73459,0.104098177014167,0.103268489905934,90.0682588224092,865.224170161514,9.301213077047,,,,,,,,,,,,,,,
North Carolina,2004,M,Black or African American,892894,7739,8553152,72384,0.104393561578235,0.106915893015031,90.4812635154853,866.732221293905,9.67388508988645,,,,,,,,,,,,,,,
North Carolina,2005,M,Black or African American,908816,7761,8705407,74638,0.10439672722941,0.103981885902623,89.1514894134186,853.968239995775,9.27014000023502,,,,,,,,,,,,,,,
North Carolina,2006,M,Black or African American,933035,8014,8917270,74716,0.104632359455304,0.107259489266021,89.8705545531312,858.917403955907,9.6394697814229,,,,,,,,,,,,,,,
North Carolina,2007,M,Black or African American,954115,8041,9118037,76046,0.104640395734301,0.105738631880704,88.1878413083869,842.770525565577,9.32486168846144,,,,,,,,,,,,,,,
North Carolina,2008,M,Black or African American,978286,8027,9309449,77283,0.105085274112356,0.103865015592045,86.2242222928554,820.51669961545,8.95568019285936,,,,,,,,,,,,,,,
North Carolina,2009,M,Black or African American,997072,7826,9449566,77117,0.10551511042941,0.101482163465902,82.8186183365458,784.898181876535,8.40461256404953,,,,,,,,,,,,,,,
North Carolina,2010,M,Black or African American,1010160,7989,9535483,78773,0.105936951489505,0.101417998552804,83.7818073819648,790.864813494892,8.49698321981538,,,,,,,,,,,,,,,
North Carolina,2011,M,Black or African American,1026321,7966,9650963,79882,0.106343895422664,0.0997220900828722,82.5409858062869,776.17041841685,8.23115962210362,,,,,,,,,,,,,,,
North Carolina,2012,M,Black or African American,1040000,8245,9746175,81925,0.106708529243524,0.100640830027464,84.5972907320051,792.788461538462,8.5139415573437,,,,,,,,,,,,,,,
North Carolina,2013,M,Black or African American,1054717,8474,9841590,83329,0.107169369990012,0.101693288050979,86.1039730368772,803.438268274807,8.75619613237285,,,,,,,,,,,,,,,
North Carolina,2014,M,Black or African American,1067934,8829,9934399,85367,0.1074986015762,0.103424039734324,88.8730158714181,826.736483715286,9.19160632479471,,,,,,,,,,,,,,,
North Carolina,2015,M,Black or African American,1081055,9130,10035186,89133,0.107726453700011,0.102431198321609,90.9798782005635,844.545374657164,9.31917794723778,,,,,,,,,,,,,,,
North Carolina,2016,M,Black or African American,1094825,9504,10146788,90465,0.107898676901498,0.105057204443708,93.6651086038262,868.083940355765,9.84019446383423,,,,,,,,,,,,,,,
North Dakota,2008,M,Black or African American,5276,17,657569,5871,0.00802349259165198,0.00289558848577755,2.58528002384541,322.21379833207,0.00748590706955747,,,,,,,,,,,,,,,
North Dakota,2009,M,Black or African American,5741,12,664968,5914,0.00863349815329459,0.00202908353060534,1.80459811599957,209.022818324334,0.00366168031653615,,,,,,,,,,,,,,,
North Dakota,2010,M,Black or African American,5927,10,672591,5944,0.00881219046939373,0.00168236877523553,1.48678766144656,168.719419605197,0.00250132513702314,,,,,,,,,,,,,,,
North Dakota,2011,M,Black or African American,6773,10,685476,5965,0.00988072521868016,0.00167644593461861,1.45884028033075,147.6450612727,0.00244566685721835,,,,,,,,,,,,,,,
North Dakota,2013,M,Black or African American,9388,19,724019,6233,0.0129665105473751,0.00304829135247874,2.62424052407464,202.386024712399,0.00799944969636102,,,,,,,,,,,,,,,
North Dakota,2014,M,Black or African American,10947,17,739904,6184,0.0147951626156907,0.0027490297542044,2.29759536372286,155.293687768338,0.00631615801799622,,,,,,,,,,,,,,,
North Dakota,2015,M,Black or African American,13290,28,756835,6223,0.0175599701388017,0.00449943757030371,3.69961748597779,210.684725357412,0.016646197912161,,,,,,,,,,,,,,,
North Dakota,2016,M,Black or African American,14840,38,757952,6242,0.0195790762475724,0.00608779237423903,5.01351009034873,256.064690026954,0.0305212084961954,,,,,,,,,,,,,,,
Ohio,1999,M,Black or African American,638003,5853,11335454,108517,0.0562838506512399,0.0539362496198752,51.6344559291582,917.393805358282,2.78496890398152,,,,,,,,,,,,,,,
Ohio,2000,M,Black or African American,644596,5889,11353140,108125,0.0567768916793064,0.0544647398843931,51.8711123090176,913.595492370415,2.82514663942478,,,,,,,,,,,,,,,
Ohio,2001,M,Black or African American,655743,5794,11387404,108027,0.0575849420991826,0.0536347394632823,50.8807802024061,883.577865108739,2.72897738984458,,,,,,,,,,,,,,,
Ohio,2002,M,Black or African American,664166,6046,11407889,109766,0.0582198862559059,0.0550808082648543,52.9984118884747,910.314590027192,2.91919536357085,,,,,,,,,,,,,,,
Ohio,2003,M,Black or African American,672327,5861,11434788,109110,0.0587966300730718,0.0537164329575658,51.2558693698563,871.748420039653,2.75328247068763,,,,,,,,,,,,,,,
Ohio,2004,M,Black or African American,679343,6188,11452251,106288,0.059319604503953,0.0582191780821918,54.0330455558475,910.880070892024,3.14575950153907,,,,,,,,,,,,,,,
Ohio,2005,M,Black or African American,686793,6137,11463320,109031,0.0599122243817672,0.0562867441369886,53.5359738714439,893.573463911251,3.01336566342647,,,,,,,,,,,,,,,
Ohio,2006,M,Black or African American,695025,6185,11481213,106825,0.0605358510464008,0.0578984320149778,53.8706145422091,889.896046904788,3.11902411367717,,,,,,,,,,,,,,,
Ohio,2007,M,Black or African American,702876,6128,11500468,106534,0.0611171649710255,0.0575215424183829,53.284788062538,871.846527694785,3.06502319679382,,,,,,,,,,,,,,,
Ohio,2008,M,Black or African American,709960,6253,11515391,109767,0.061653138829589,0.0569661191432762,54.3012390981774,880.753845287059,3.0933308560943,,,,,,,,,,,,,,,
Ohio,2009,M,Black or African American,716518,5998,11528896,107156,0.0621497496377797,0.0559744671320318,52.0257967458463,837.10388294502,2.91211624996814,,,,,,,,,,,,,,,
Ohio,2010,M,Black or African American,721404,5957,11536504,108711,0.0625322888112378,0.0547966627112252,51.6360935687276,825.75089686223,2.82948560301083,,,,,,,,,,,,,,,
Ohio,2011,M,Black or African American,728071,6195,11544824,111427,0.0630647119436381,0.0555969379055346,53.6604109339389,850.878554426697,2.98335453467967,,,,,,,,,,,,,,,
Ohio,2012,M,Black or African American,734228,6025,11550839,112498,0.0635649064106945,0.0535565076712475,52.1607131741686,820.589789547661,2.7935456352501,,,,,,,,,,,,,,,
Ohio,2013,M,Black or African American,741977,6268,11570022,113258,0.0641292644041645,0.0553426689505377,54.1744864443646,844.770120906713,2.99816066885586,,,,,,,,,,,,,,,
Ohio,2014,M,Black or African American,750275,6400,11594408,114509,0.0647100740287904,0.0558908033429687,55.1990235292738,853.02055912832,3.08511776879854,,,,,,,,,,,,,,,
Ohio,2015,M,Black or African American,757982,6590,11605090,118188,0.0653146162589002,0.0557586218567029,56.7854277735028,869.413785551636,3.16627719419386,,,,,,,,,,,,,,,
Ohio,2016,M,Black or African American,765004,6991,11614373,119572,0.0658670080597549,0.0584668651523768,60.1926595607012,913.851430842192,3.51927610969844,,,,,,,,,,,,,,,
Oklahoma,1999,M,Black or African American,136433,1136,3437147,34700,0.0396936761796921,0.0327377521613833,33.0506667302853,832.643128861786,1.08200453618456,,,,,,,,,,,,,,,
Oklahoma,2000,M,Black or African American,138087,1132,3450654,35079,0.0400176314403009,0.0322700190997463,32.8053754447708,819.773041633173,1.0586300921771,,,,,,,,,,,,,,,
Oklahoma,2001,M,Black or African American,140079,1010,3467100,34682,0.0404023535519598,0.0291217346173808,29.1309740128638,721.021709178392,0.848344494348435,,,,,,,,,,,,,,,
Oklahoma,2002,M,Black or African American,141773,1124,3489080,35502,0.0406333474726862,0.0316601881584136,32.2147958774233,792.816685828754,1.01992649896411,,,,,,,,,,,,,,,
Oklahoma,2003,M,Black or African American,142004,1117,3504892,35721,0.040515941718033,0.0312701212172112,31.8697409221169,786.597560632095,0.996570661795709,,,,,,,,,,,,,,,
Oklahoma,2004,M,Black or African American,144179,1100,3525233,34483,0.0408991405674462,0.0318997767015631,31.2036112222937,762.940511447576,0.995388230273556,,,,,,,,,,,,,,,
Oklahoma,2005,M,Black or African American,145415,1145,3548597,36180,0.0409781668642565,0.0316473189607518,32.2662731214618,787.40157480315,1.02114103714963,,,,,,,,,,,,,,,
Oklahoma,2006,M,Black or African American,148377,1160,3594090,35427,0.041283607255244,0.0327433878115562,32.2752073542955,781.792326303942,1.05679963110009,,,,,,,,,,,,,,,
Oklahoma,2007,M,Black or African American,151340,1180,3634349,36032,0.0416415704710802,0.0327486678507993,32.4679880770944,779.701334742963,1.06328335732048,,,,,,,,,,,,,,,
Oklahoma,2008,M,Black or African American,152578,1180,3668976,37014,0.0415859902054415,0.0318798292537959,32.1615622451605,773.374929544233,1.02530511291104,,,,,,,,,,,,,,,
Oklahoma,2009,M,Black or African American,156105,1171,3717572,35601,0.0419911167826743,0.0328923344849864,31.4990536834256,750.13612632523,1.03607740971578,,,,,,,,,,,,,,,
Oklahoma,2010,M,Black or African American,158651,1214,3751351,36529,0.0422916970446114,0.0332338689808098,32.3616745007332,765.201606040933,1.07550365035698,,,,,,,,,,,,,,,
Oklahoma,2011,M,Black or African American,161702,1205,3786274,37175,0.0427074215970635,0.0324142568930733,31.8254833115617,745.197956735229,1.03159939180718,,,,,,,,,,,,,,,
Oklahoma,2012,M,Black or African American,164106,1205,3817054,36870,0.042992842123795,0.0326823976132357,31.5688486461025,734.281500981073,1.03174566364398,,,,,,,,,,,,,,,
Oklahoma,2013,M,Black or African American,167318,1327,3852415,38384,0.0434319770845041,0.0345716965402251,34.4459254779145,793.100562999797,1.19085408266967,,,,,,,,,,,,,,,
Oklahoma,2014,M,Black or African American,169571,1283,3877499,38464,0.0437320551210974,0.0333558652246256,33.0883386430274,756.615223121878,1.10369016428359,,,,,,,,,,,,,,,
Oklahoma,2015,M,Black or African American,172539,1416,3907414,39422,0.0441568259723695,0.0359190299832581,36.2388014169986,820.68401926521,1.30166259465451,,,,,,,,,,,,,,,
Oklahoma,2016,M,Black or African American,174858,1362,3923561,39276,0.0445661479457054,0.0346776657500764,34.7133637020044,778.917750403184,1.20377842351894,,,,,,,,,,,,,,,
Oregon,1999,M,Black or African American,35120,225,3393941,29422,0.0103478522461056,0.00764733872612331,6.62946114855856,640.660592255125,0.0506977349747018,,,,,,,,,,,,,,,
Oregon,2000,M,Black or African American,36720,226,3421399,29552,0.0107324518420681,0.00764753654574987,6.60548506619661,615.468409586057,0.0505156884461435,,,,,,,,,,,,,,,
Oregon,2001,M,Black or African American,38232,212,3467937,30158,0.0110244217239241,0.00702964387558857,6.11314450060656,554.509311571458,0.0429732287992768,,,,,,,,,,,,,,,
Oregon,2002,M,Black or African American,39604,208,3513424,31119,0.0112721948731494,0.00668401940936405,5.92015082722723,525.199474800525,0.0395704030355495,,,,,,,,,,,,,,,
Oregon,2003,M,Black or African American,40490,233,3547376,30912,0.0114140705693448,0.00753752587991718,6.56823522513542,575.450728574957,0.0495082429948419,,,,,,,,,,,,,,,
Oregon,2004,M,Black or African American,41219,217,3569463,30313,0.0115476753786214,0.00715864480585887,6.07934582877032,526.456245906014,0.0435198774401465,,,,,,,,,,,,,,,
Oregon,2005,M,Black or African American,42577,219,3613202,31091,0.0117837308846834,0.00704383905310218,6.06110591104511,514.362214341076,0.042693454521208,,,,,,,,,,,,,,,
Oregon,2006,M,Black or African American,44391,209,3670883,31380,0.0120927308225296,0.00666029318036966,5.69345304658307,470.816156428105,0.0379200664989121,,,,,,,,,,,,,,,
Oregon,2007,M,Black or African American,45890,232,3722417,31403,0.0123280116118103,0.00738782918829411,6.23250968389624,505.556766179996,0.0460447169590144,,,,,,,,,,,,,,,
Oregon,2008,M,Black or African American,47706,230,3768748,31967,0.0126583151752253,0.00719491976100353,6.10282247579302,482.119649519977,0.0439093180289797,,,,,,,,,,,,,,,
Oregon,2009,M,Black or African American,49086,231,3808600,31636,0.0128882003885942,0.00730180806675939,6.06522081604789,470.602615817137,0.0442870782812955,,,,,,,,,,,,,,,
Oregon,2010,M,Black or African American,50373,228,3831074,31890,0.0131485322392624,0.00714957666980245,5.95133375131882,452.623429218034,0.0425495169426369,,,,,,,,,,,,,,,
Oregon,2011,M,Black or African American,51752,266,3868031,32788,0.0133794170729242,0.00811272416737831,6.87688387192347,513.989797495749,0.0557902619840076,,,,,,,,,,,,,,,
Oregon,2012,M,Black or African American,52848,298,3899116,32759,0.0135538414348278,0.00909673677462682,7.64275799950553,563.88132001211,0.0695241577536753,,,,,,,,,,,,,,,
Oregon,2013,M,Black or African American,54026,291,3925751,33939,0.01376195280852,0.00857420666489879,7.41259443097639,538.629548735794,0.0635571165742694,,,,,,,,,,,,,,,
Oregon,2014,M,Black or African American,55795,249,3968371,34151,0.0140599253446817,0.00729114813621856,6.27461494905592,446.276548077785,0.0457491470912982,,,,,,,,,,,,,,,
Oregon,2015,M,Black or African American,57784,306,4024634,35705,0.0143575788506483,0.00857022825934743,7.60317584157963,529.55835525405,0.0651609524582934,,,,,,,,,,,,,,,
Oregon,2016,M,Black or African American,60159,292,4093465,35778,0.014696351379577,0.00816143999105596,7.13332103731191,485.380408583919,0.0582181715829582,,,,,,,,,,,,,,,
Pennsylvania,1999,M,Black or African American,603144,6116,12263805,130283,0.0491808211236235,0.0469439604553165,49.8703298038415,1014.01986921863,2.34111079020513,,,,,,,,,,,,,,,
Pennsylvania,2000,M,Black or African American,610815,6128,12281054,130813,0.0497363662760542,0.0468454970071782,49.8979973542988,1003.24975647291,2.33749648572499,,,,,,,,,,,,,,,
Pennsylvania,2001,M,Black or African American,620186,5989,12298970,129729,0.0504258486686284,0.0461654680140909,48.6951346332254,965.678038523927,2.24803368035202,,,,,,,,,,,,,,,
Pennsylvania,2002,M,Black or African American,630125,5934,12331031,130223,0.0511007554842738,0.0455679872219193,48.1224968131213,941.717913112478,2.19284531986717,,,,,,,,,,,,,,,
Pennsylvania,2003,M,Black or African American,640674,6134,12374658,129769,0.0517730671829476,0.0472686080651003,49.5690466758758,957.429207365993,2.34305983948264,,,,,,,,,,,,,,,
Pennsylvania,2004,M,Black or African American,652443,5819,12410722,127640,0.0525709140854174,0.045589157004074,46.8868773307468,891.87867752432,2.13753321206217,,,,,,,,,,,,,,,
Pennsylvania,2005,M,Black or African American,664022,6132,12449990,129532,0.0533351432410789,0.0473396535219096,49.2530516088768,923.463379225387,2.33162239806096,,,,,,,,,,,,,,,
Pennsylvania,2006,M,Black or African American,677447,6147,12510809,125539,0.0541489363317752,0.0489648635085511,49.1335132684066,907.377256080549,2.40581577088311,,,,,,,,,,,,,,,
Pennsylvania,2007,M,Black or African American,690242,5937,12563937,125104,0.0549383525243719,0.0474565161785395,47.2542961652864,860.133112734374,2.24252427047341,,,,,,,,,,,,,,,
Pennsylvania,2008,M,Black or African American,701830,5834,12612285,127462,0.0556465382759746,0.0457705041502566,46.2564872265414,831.255432227178,2.1171827405787,,,,,,,,,,,,,,,
Pennsylvania,2009,M,Black or African American,713711,5889,12666858,124780,0.0563447541608187,0.0471950633114281,46.491402998281,825.123894685664,2.19416470794099,,,,,,,,,,,,,,,
Pennsylvania,2010,M,Black or African American,721199,5894,12702379,124596,0.0567766872646455,0.047304889402549,46.4007568975859,817.250162576487,2.19498267323486,,,,,,,,,,,,,,,
Pennsylvania,2011,M,Black or African American,733253,5912,12744293,128237,0.0575357926877544,0.0461021390082426,46.3893917065466,806.270141410946,2.13865018496303,,,,,,,,,,,,,,,
Pennsylvania,2012,M,Black or African American,743871,5981,12771854,126981,0.0582429927557894,0.0471015348752963,46.8295362599667,804.037259148428,2.20574303534277,,,,,,,,,,,,,,,
Pennsylvania,2013,M,Black or African American,753026,5970,12781338,129123,0.0589160540156281,0.0462349852466253,46.7087248612,792.80131097731,2.15957720484626,,,,,,,,,,,,,,,
Pennsylvania,2014,M,Black or African American,760585,6066,12790565,128434,0.0594645349912221,0.0472304841397138,47.4255828417275,797.543995740121,2.23993323822289,,,,,,,,,,,,,,,
Pennsylvania,2015,M,Black or African American,767068,6095,12791904,132598,0.059965115435513,0.0459660025038085,47.6473244327037,794.584052522071,2.19015703417343,,,,,,,,,,,,,,,
Pennsylvania,2016,M,Black or African American,773299,6567,12784227,133040,0.0604885223017395,0.0493610944076969,51.3679865039944,849.218736866335,2.53558003135697,,,,,,,,,,,,,,,
Rhode Island,1999,M,Black or African American,30871,165,1040402,9708,0.0296721844056432,0.0169962917181706,15.8592544035863,534.482200123093,0.269548514276034,,,,,,,,,,,,,,,
Rhode Island,2000,M,Black or African American,32109,174,1048319,10027,0.0306290356275141,0.017353146504438,16.5980011809382,541.904139026441,0.288027546173657,,,,,,,,,,,,,,,
Rhode Island,2001,M,Black or African American,33426,168,1057142,10021,0.0316192148263904,0.0167647939327412,15.8919047772201,502.602764315204,0.266424508788841,,,,,,,,,,,,,,,
Rhode Island,2002,M,Black or African American,34755,172,1065995,10246,0.0326033424171783,0.0167870388444271,16.1351601086309,494.892821176809,0.270861559504638,,,,,,,,,,,,,,,
Rhode Island,2003,M,Black or African American,35997,181,1071342,10039,0.0335999148731218,0.0180296842314972,16.8946984249661,502.819679417729,0.304606077788511,,,,,,,,,,,,,,,
Rhode Island,2004,M,Black or African American,37452,191,1074579,9769,0.0348527190648617,0.0195516429521957,17.7744028126364,509.986115561252,0.34751877748117,,,,,,,,,,,,,,,
Rhode Island,2005,M,Black or African American,38145,200,1067916,10007,0.0357191015023654,0.0199860097931448,18.7280647541567,524.315113383143,0.374299285583226,,,,,,,,,,,,,,,
Rhode Island,2006,M,Black or African American,38996,146,1063096,9690,0.0366815414600375,0.0150670794633643,13.7334728001987,374.39737408965,0.206923325988545,,,,,,,,,,,,,,,
Rhode Island,2007,M,Black or African American,39745,174,1057315,9723,0.0375905004658025,0.0178957112002468,16.4567796730397,437.79091709649,0.294505776314812,,,,,,,,,,,,,,,
Rhode Island,2008,M,Black or African American,40440,189,1055003,9738,0.0383316445545652,0.0194085027726433,17.9146410010209,467.359050445104,0.347696359539222,,,,,,,,,,,,,,,
Rhode Island,2009,M,Black or African American,41238,165,1053646,9395,0.039138382340938,0.0175625332623736,15.6599085461341,400.116397497454,0.275027664727209,,,,,,,,,,,,,,,
Rhode Island,2010,M,Black or African American,41794,146,1052567,9579,0.0397067360082541,0.015241674496294,13.8708509767074,349.332440063167,0.211414995573576,,,,,,,,,,,,,,,
Rhode Island,2011,M,Black or African American,43075,157,1052451,9581,0.0409282712449321,0.0163865984761507,14.9175591072649,364.480557167731,0.244448051334994,,,,,,,,,,,,,,,
Rhode Island,2012,M,Black or African American,43688,158,1052901,9354,0.0414929798718018,0.0168911695531324,15.0061591735595,361.65537447354,0.253471578941886,,,,,,,,,,,,,,,
Rhode Island,2013,M,Black or African American,44599,120,1053033,9792,0.0423528987220723,0.0122549019607843,11.3956542672452,269.06432879661,0.139652625824083,,,,,,,,,,,,,,,
Rhode Island,2014,M,Black or African American,45805,154,1054480,9770,0.0434384720430923,0.0157625383828045,14.6043547530536,336.207837572317,0.230201702351101,,,,,,,,,,,,,,,
Rhode Island,2015,M,Black or African American,46866,186,1055607,10163,0.0443972046415001,0.0183016825740431,17.620193878972,396.876200230444,0.322479195266043,,,,,,,,,,,,,,,
Rhode Island,2016,M,Black or African American,47863,178,1056426,9735,0.0453065335385536,0.0182845403184386,16.8492634600057,371.894783026555,0.308081037070469,,,,,,,,,,,,,,,
South Carolina,1999,M,Black or African American,558524,5429,3974682,36053,0.140520424023859,0.150583862646659,136.589543515683,972.026269238206,20.5681810597354,,,,,,,,,,,,,,,
South Carolina,2000,M,Black or African American,562051,5454,4012012,36948,0.14009205356315,0.14761286131861,135.941766874077,970.374574549285,20.06675318099,,,,,,,,,,,,,,,
South Carolina,2001,M,Black or African American,569292,5554,4064995,36612,0.140047404732355,0.151698896536655,136.629934354163,975.597760024733,20.7266102754021,,,,,,,,,,,,,,,
South Carolina,2002,M,Black or African American,573382,5452,4107795,37736,0.139583888679937,0.144477422090312,132.723273678458,950.84952091276,19.1755164324505,,,,,,,,,,,,,,,
South Carolina,2003,M,Black or African American,577844,5561,4150297,38112,0.139229553933128,0.145912048698573,133.990410806745,962.370466769578,19.5508153467755,,,,,,,,,,,,,,,
South Carolina,2004,M,Black or African American,584201,5419,4210921,37276,0.138734732852979,0.145375040240369,128.689186997334,927.591702171,18.7081957382378,,,,,,,,,,,,,,,
South Carolina,2005,M,Black or African American,589263,5510,4270150,38707,0.137995854946548,0.142351512646291,129.035279791108,935.066345587624,18.3683672630017,,,,,,,,,,,,,,,
South Carolina,2006,M,Black or African American,597910,5655,4357847,38761,0.137203072985353,0.145894068780475,129.765914223239,945.794517569534,18.9320772150465,,,,,,,,,,,,,,,
South Carolina,2007,M,Black or African American,605954,5587,4444110,39439,0.136349910330752,0.141661806840944,125.716960201255,922.017182822458,17.8092917326609,,,,,,,,,,,,,,,
South Carolina,2008,M,Black or African American,614576,5546,4528996,40289,0.13569806641472,0.137655439449974,122.455396295338,902.410767748822,16.8566513900554,,,,,,,,,,,,,,,
South Carolina,2009,M,Black or African American,620413,5517,4589872,40449,0.135170000383453,0.136393977601424,120.199430398059,889.246356862284,16.3944784174168,,,,,,,,,,,,,,,
South Carolina,2010,M,Black or African American,624804,5526,4625364,41614,0.135082125428399,0.132791848897006,119.4716783371,884.437359555957,15.8648650572118,,,,,,,,,,,,,,,
South Carolina,2011,M,Black or African American,629478,5444,4672637,42072,0.134715793244799,0.129397223806807,116.508087403323,864.843568798274,15.0758230610308,,,,,,,,,,,,,,,
South Carolina,2012,M,Black or African American,634282,5718,4720760,43198,0.134360145400317,0.132367239224038,121.124564688737,901.49176549232,16.0329242300615,,,,,,,,,,,,,,,
South Carolina,2013,M,Black or African American,639846,5861,4767894,44582,0.134198872709838,0.131465613924902,122.926390561535,916.001662900135,16.1605934027445,,,,,,,,,,,,,,,
South Carolina,2014,M,Black or African American,645325,5919,4828430,45454,0.13365110398204,0.130219562634752,122.58643078599,917.212257389687,15.9631514019069,,,,,,,,,,,,,,,
South Carolina,2015,M,Black or African American,651137,6183,4894834,47198,0.133025348765658,0.131001313614984,126.316847517199,949.569752601987,16.5476729564566,,,,,,,,,,,,,,,
South Carolina,2016,M,Black or African American,656551,6448,4961119,48130,0.132339296840088,0.133970496571785,129.970677986156,982.101923536785,17.4122362695768,,,,,,,,,,,,,,,
South Dakota,1999,M,Black or African American,3058,11,750412,6953,0.00407509474795179,0.00158205091327485,1.46586142012654,359.712230215827,0.00231906739844556,,,,,,,,,,,,,,,
South Dakota,2001,M,Black or African American,4222,11,757972,6923,0.00557012660098262,0.00158890654340604,1.45124094293721,260.540028422549,0.00230588623029168,,,,,,,,,,,,,,,
South Dakota,2003,M,Black or African American,4878,11,763729,7132,0.00638708232894129,0.00154234436343242,1.44030146819094,225.50225502255,0.00222144085110773,,,,,,,,,,,,,,,
South Dakota,2004,M,Black or African American,5233,13,770396,6833,0.00679261055353351,0.00190253183082102,1.68744386004081,248.423466462832,0.00321041565645113,,,,,,,,,,,,,,,
South Dakota,2005,M,Black or African American,5570,13,775493,7086,0.00718252775976057,0.00183460344340954,1.67635297804107,233.393177737882,0.00307544294588398,,,,,,,,,,,,,,,
South Dakota,2006,M,Black or African American,5971,16,783033,7084,0.0076254768317555,0.00225861095426313,2.04333661544277,267.9618154413,0.00461510246288599,,,,,,,,,,,,,,,
South Dakota,2007,M,Black or African American,6436,18,791623,6826,0.00813013265152731,0.0026369762672136,2.27380962907849,279.676817899316,0.00599598202804172,,,,,,,,,,,,,,,
South Dakota,2008,M,Black or African American,6848,12,799124,7083,0.00856938347490502,0.00169419737399407,1.50164430050906,175.233644859813,0.00254408183059561,,,,,,,,,,,,,,,
South Dakota,2009,M,Black or African American,7540,10,807067,6923,0.00934247094726956,0.00144446049400549,1.23905450229039,132.62599469496,0.00178976527847811,,,,,,,,,,,,,,,
South Dakota,2010,M,Black or African American,7808,10,814180,7100,0.00959001694956889,0.00140845070422535,1.22822962981159,128.073770491803,0.00172990088705858,,,,,,,,,,,,,,,
South Dakota,2011,M,Black or African American,8803,16,824398,7314,0.0106780948037234,0.00218758545255674,1.94081014267381,181.756219470635,0.00424568803428779,,,,,,,,,,,,,,,
South Dakota,2012,M,Black or African American,10104,28,834441,7333,0.0121087051091689,0.00381835537978999,3.35553981647594,277.117973079968,0.0128126435103404,,,,,,,,,,,,,,,
South Dakota,2013,M,Black or African American,11096,27,844922,7099,0.0131325731842703,0.00380335258487111,3.19556124707369,243.330930064888,0.0121538461291717,,,,,,,,,,,,,,,
South Dakota,2014,M,Black or African American,11415,12,852561,7507,0.0133890712805301,0.0015985080591448,1.4075239191096,105.124835742444,0.00224993832813577,,,,,,,,,,,,,,,
South Dakota,2015,M,Black or African American,11798,34,857919,7731,0.0137518810050832,0.00439787867028845,3.96307809944762,288.184438040346,0.017429136642248,,,,,,,,,,,,,,,
South Dakota,2016,M,Black or African American,12464,29,865454,7845,0.0144016897489641,0.00369662205226259,3.35084244800995,232.670089858793,0.0123867980869711,,,,,,,,,,,,,,,
Tennessee,1999,M,Black or African American,441667,4135,5638706,53765,0.0783277227080114,0.0769087696456803,73.3324276881966,936.225708508899,5.63990678863001,,,,,,,,,,,,,,,
Tennessee,2000,M,Black or African American,447207,4288,5689283,55246,0.0786051599120663,0.0776164790211056,75.3697785819408,958.84008971237,5.84993683813058,,,,,,,,,,,,,,,
Tennessee,2001,M,Black or African American,455746,4125,5750789,55151,0.0792492995308992,0.0747946546753459,71.7292879290129,905.109424986725,5.36496732075897,,,,,,,,,,,,,,,
Tennessee,2002,M,Black or African American,461730,4272,5795918,56606,0.0796646881477619,0.0754690315514257,73.7070469250945,925.216035345332,5.56259944995237,,,,,,,,,,,,,,,
Tennessee,2003,M,Black or African American,467559,4251,5847812,57313,0.0799545197417427,0.0741716539005112,72.6938554112205,909.190070130187,5.39182348425485,,,,,,,,,,,,,,,
Tennessee,2004,M,Black or African American,476334,4110,5910809,55829,0.0805869382685179,0.0736176539074674,69.5336289837821,862.839940042071,5.11890263345832,,,,,,,,,,,,,,,
Tennessee,2005,M,Black or African American,484756,4391,5991057,57260,0.0809132678924604,0.0766852951449528,73.2925759177387,905.816534503957,5.62046281618566,,,,,,,,,,,,,,,
Tennessee,2006,M,Black or African American,494284,4309,6088766,56838,0.0811796676042403,0.0758119567894718,70.7696764828867,871.766029246344,5.36518765552551,,,,,,,,,,,,,,,
Tennessee,2007,M,Black or African American,501624,4252,6175727,57087,0.0812250930133408,0.0744828069437876,68.8501936695064,847.646843053762,5.12815568312823,,,,,,,,,,,,,,,
Tennessee,2008,M,Black or African American,506764,4160,6247411,58820,0.0811158414261524,0.0707242434546073,66.5875832404815,820.894933341753,4.70935644815374,,,,,,,,,,,,,,,
