State,Year,black_male_mortality,black_female_mortality,hispanic_male_mortality,hispanic_female_mortality,white_male_mortality,white_female_mrtality
Idaho,2003,1.32024820666285,,11.6621924921885,7.33471225923807,375.977350408543,370.32962196893
Idaho,2004,0.934040905243706,,11.9269838669581,7.25677934073956,358.096913210356,350.768284569213
Idaho,2005,1.05024292118767,,11.4126397435727,7.91183000628045,369.265411089585,355.332188335162
Idaho,2006,1.49795495104751,,13.6858611436614,8.98772970628508,363.662608797489,347.048926613144
Idaho,2007,0.930167662721206,0.797286568046748,11.3613335946662,8.37150896449085,349.211516804475,355.855571538198
Idaho,2008,1.4990354033057,,10.8191250847281,8.27728244434016,352.077793419886,346.537879972887
Idaho,2009,1.28663781595804,,10.5504300908559,9.32812416569579,359.67960145107,339.029064504944
Idaho,2010,1.2120578062264,0.956887741757688,11.8654079977953,8.03785703076458,368.146610512241,344.862342129471
Idaho,2011,1.13626105724041,1.01000982865815,11.4257361866953,8.58508354359423,379.448067504007,364.297920074135
Idaho,2012,1.12788244457241,0.814581765524519,13.5345893348689,8.27113792686434,380.47234463576,355.345630176119
Idaho,2013,1.42678927128909,0.806446109859052,13.2133093384599,9.3051474214506,388.458887687491,365.630259346866
Idaho,2014,1.04068974467595,0.85703861326255,15.6715632139438,10.1008122277372,389.830134946851,366.873743520176
Idaho,2015,1.14954490122384,,15.1860931687992,9.98288993168073,405.244828863015,367.067837669739
Idaho,2016,1.42590634171845,0.772365935097496,15.2096676449969,11.4666634979859,402.343239421557,375.429257221622
Illinois,1980,69.0156021906099,52.9605867715059,,,408.057696030166,366.295438838253
Illinois,1981,66.7541299698633,53.031429262053,,,402.034975253309,364.02693525216
Illinois,1982,68.0518810747019,52.0448190738402,,,391.945596282303,364.103804834903
Illinois,1983,68.919769151634,55.1708666978624,,,397.272301876476,373.174480494785
Illinois,1984,66.7171717525662,52.4469153469819,,,388.897337550344,372.64729112164
Illinois,1985,68.7622781171568,55.602494940585,,,389.445415525195,379.529549587352
Illinois,1986,72.0663428231659,58.8013599987288,,,392.822582039881,380.02288319274
Illinois,1987,71.9096313995449,58.0768076965586,,,382.573624480502,381.231568661505
Illinois,1988,76.8727731491216,62.3697998642297,,,390.720973140739,388.18689860668
Illinois,1989,77.2728080129916,62.4325087954586,,,380.667675212001,379.153894690402
Illinois,1990,77.9419071936387,62.3255613975817,,,376.942059075054,378.148021984879
Illinois,1991,78.6961150811905,63.025999520567,,,373.741758396016,378.847071679549
Illinois,1992,77.600269369871,60.3073254466225,,,362.373939097551,366.844630976868
Illinois,1993,80.9569336363873,64.9280362594985,,,373.29389355712,381.959992244519
Illinois,1994,78.1827309708653,64.0126877677542,,,370.292005243168,381.56763464813
Illinois,1995,78.1636901318653,65.6455142231948,,,369.078107924322,382.778186079689
Illinois,1996,74.72620760161,63.4045554166385,,,353.522924900533,377.140667605871
Illinois,1997,69.7410297312662,60.7763178065015,,,342.004170026383,364.190396702036
Illinois,1998,69.8832616520345,61.5457969040811,,,342.340862101997,369.33991786783
Illinois,1999,71.073596450204,65.2074355410057,15.0254631839741,10.3810819951744,349.954931701705,382.902527870333
Illinois,2000,67.6608563788615,63.4979785081164,15.6611169411979,10.073037168863,341.581441069149,377.444996265085
Illinois,2001,67.1020291157146,63.9150831028202,15.9747670746838,10.5217262837767,334.477190715097,369.285367393619
Illinois,2002,66.9032177094574,64.3244898669568,16.1270286125422,10.4266828554357,339.066784739935,371.456564483046
Illinois,2003,67.7604008790694,63.0534900986827,16.1197756675172,10.7597909717469,330.686366349299,368.023079950742
Illinois,2004,63.1385490429415,63.3053510972755,15.7985374319299,10.635616702541,323.516555858473,356.170043733116
Illinois,2005,64.9013715648725,61.8799367449536,16.7646015992351,10.7851741603405,325.371257812213,361.810871978952
Illinois,2006,65.027121656159,59.7756002769703,17.138624742021,12.5672702884501,320.137172269278,352.650733097358
Illinois,2007,64.6509659128412,59.9880307495369,17.1236841976751,11.7282271252705,311.65262771362,344.742138897811
Illinois,2008,62.4380346242005,59.4177251217106,17.5570199131751,12.3558116010951,324.216496412735,354.317606960927
Illinois,2009,61.0153587098252,57.6629523462859,17.5903653247716,12.7375812880398,313.735223038174,337.280212253428
Illinois,2010,60.3010046582273,57.5263946468109,17.7387988370331,12.8598497720144,314.364873063151,333.958607806693
Illinois,2011,61.3918556219077,57.2861051762627,19.0124239386402,13.8180275414984,319.323185701537,341.002792221345
Illinois,2012,61.969739560826,59.001780619974,20.1541505041102,14.3425450387769,323.010274887385,337.927764851876
Illinois,2013,61.8036174526894,60.0023059892442,20.179346954716,15.070454959255,326.410060013952,339.47733239748
Illinois,2014,64.192514127016,60.1513389035235,21.0374256346044,15.4264092666013,332.612035365879,345.87019869526
Illinois,2015,65.4020504792918,62.33328688648,22.1044443563451,16.987242121631,337.735347491134,350.641289809127
Illinois,2016,69.0854435548726,65.164040042373,24.1845921806745,17.4432152259193,339.388881289976,344.950712566669
Indiana,1980,35.7603152585717,28.1896836313117,,,420.07906214433,376.930101595693
Indiana,1981,34.0276618434965,26.5470498564544,,,423.822282553662,378.208794827795
Indiana,1982,35.3500994850187,25.9868036048689,,,411.54611423221,379.323209269663
Indiana,1983,34.4869610288163,27.0352813174276,,,423.442617294211,390.71762979321
Indiana,1984,34.6897648334479,28.0926621709855,,,419.007645492227,387.139974575499
Indiana,1985,35.4394500969502,29.9266467485358,,,422.91077115694,393.753352782601
Indiana,1986,36.7780452303954,29.5361071117482,,,433.947932481669,403.770134650547
Indiana,1987,36.2873342951487,29.0517933178683,,,423.973466759632,403.564125164627
Indiana,1988,37.3993561486998,31.0842337235909,,,427.244420898724,413.813411245322
Indiana,1989,37.0357504452613,32.9829863515932,,,410.812774601906,406.325785783917
Indiana,1990,36.381212366944,31.0989055168377,,,417.08590094611,407.819328519643
Indiana,1991,38.0275161198765,34.6998860242205,,,407.536815244461,410.917829780154
Indiana,1992,38.2151667169683,33.017622142738,,,405.496570765803,401.919955346926
Indiana,1993,38.232924731651,34.0525593851379,,,415.981188355941,421.450499684295
Indiana,1994,39.0695173378749,33.7716631758927,,,408.556017214747,422.050877001946
Indiana,1995,38.938501258966,35.0087709871089,,,408.931149246201,425.91441833414
Indiana,1996,37.268865755413,35.6609900756836,,,401.207294610384,420.298702681277
Indiana,1997,36.7174745630335,32.0501412623827,,,398.922685455985,422.410452677605
Indiana,1998,38.3267858407522,36.0938339700301,,,396.698897271716,418.028586783091
Indiana,1999,38.3293942450325,35.1035712507376,5.07860338076175,3.3416217684491,400.746471983562,438.381073583669
Indiana,2000,36.0497558994061,34.6353950383892,5.16406174836382,3.83193116996424,405.362401190037,434.208784332171
Indiana,2001,38.7254070002742,33.5195895400603,4.68360379649334,2.62738749559382,399.281303445305,427.464522109221
Indiana,2002,37.2809016032737,34.8604857693357,5.57182973852849,3.26512471558083,396.038510277914,429.794376740486
Indiana,2003,38.8759194905366,35.341744991397,5.06726389374367,3.42121001743203,399.603785149302,426.747536325343
Indiana,2004,36.2585827354277,32.552506358488,5.83987792729897,3.43333482539006,384.774154753877,413.251581459799
Indiana,2005,37.1100892298558,34.4343403068447,6.08414338446562,3.59951938452678,392.490956605723,419.9970184512
Indiana,2006,38.0408323883658,32.3086521654614,5.38477536091023,3.37930183939821,393.593917509347,412.290615536672
Indiana,2007,34.4379011909683,33.183903878598,5.11003904790881,3.13499328092565,378.566113638177,398.69277050172
Indiana,2008,35.8298756413812,32.9348465930333,6.52159769493429,4.03125012646296,396.681238312877,414.798516873506
Indiana,2009,34.6475831452977,33.3006931838853,5.63526374659891,4.16452183471183,391.04705213006,404.454025768947
Indiana,2010,35.4267449869691,31.8640205237606,6.44683474294866,4.27218474592531,396.526605840215,408.093893058425
Indiana,2011,35.6634256531133,34.1442005499902,6.38381457473974,4.6190581418189,405.172731290513,414.196007660578
Indiana,2012,37.765326657839,33.1001080954085,7.73967407406501,5.10879672082552,411.701714184849,420.986263914014
Indiana,2013,38.1178431998772,35.1798464995672,7.55049929198846,5.03874045493585,420.316201514301,426.298754380736
Indiana,2014,37.7697042697354,34.9343230178524,8.00578235825785,5.83754963622968,422.714405995967,423.745453723925
Indiana,2015,39.2725103920174,36.0665911763425,8.58944393633649,5.68596992968754,431.362479373237,436.791370875252
Indiana,2016,42.2882193162033,37.3885147608499,8.57825197537243,5.89472148044045,442.752379635742,428.671382544358
Iowa,1980,6.8556260009214,4.66182568062655,,,488.8404119957,428.065287497532
Iowa,1981,5.81018770000454,4.71003381598001,,,476.985468342384,437.104890046495
Iowa,1982,5.81743235157237,4.18993639607296,,,484.543636283049,434.99157857412
Iowa,1983,6.23854234192788,4.67019370848233,,,492.914549396012,454.158912053979
Iowa,1984,5.38979976893858,4.65482707317423,,,476.89228345167,457.118018065629
Iowa,1985,6.25783997748592,4.80828382450895,,,495.430009065029,476.196873766993
Iowa,1986,5.59186484032538,5.55601955288739,,,484.126452137401,472.691805444684
Iowa,1987,5.56902206164474,5.31588469520634,,,492.894614936479,478.682759935009
Iowa,1988,5.49220053324931,4.76954256834809,,,499.898647220423,494.695509873134
Iowa,1989,5.73866136159305,5.37773926337965,,,477.211198257757,490.781869150581
Iowa,1990,6.62684079411162,5.9425474512414,,,473.963178535375,479.58158703473
Iowa,1991,7.32494454481008,4.89520684214137,,,474.08470351483,488.841786914862
Iowa,1992,6.31418609609127,5.03715969463461,,,459.906869302378,469.520040268899
Iowa,1993,6.76605484380809,5.81457838139758,,,469.32457505123,501.357615952384
Iowa,1994,7.18932220823714,5.99694681760269,,,472.952191708713,482.140496189484
Iowa,1995,8.19360334103764,5.89242112610792,,,463.409285130772,496.358030480902
Iowa,1996,7.18512990506604,5.6578559155834,,,454.016904146202,495.947517311998
Iowa,1997,6.6752257125544,5.39551922880045,,,456.267241450869,486.461397135118
Iowa,1998,6.95690746865345,6.57806597283569,,,457.227245316055,502.033862230502
Iowa,1999,6.88914373769979,6.34075418644011,3.25606296060438,2.05646081722382,450.776211135461,506.232104506597
Iowa,2000,6.97120346209101,6.35609727425945,3.58811942901743,2.32373448736367,447.079680855572,495.228826336387
Iowa,2001,7.74216344696124,6.37790557084472,4.29741230976703,3.03547377435925,436.664839697994,493.179222216121
Iowa,2002,6.8160889690461,5.86183651337964,4.05557293658243,2.18114847009475,443.931874553972,493.382600024402
Iowa,2003,7.10401329164286,6.66213686680383,3.46703041027546,2.71923953747095,441.774453356374,494.323757418
Iowa,2004,7.00831348490927,6.90674372425841,3.85965090473264,2.70852695068957,426.931560602444,465.79892234484
Iowa,2005,7.42126543370213,5.83581327286576,3.71063271685106,2.39504475360387,439.035316452878,482.044922943652
Iowa,2006,8.14713388523739,6.23607778870023,3.18509349422861,2.24632909592965,423.885653131919,475.61827693818
Iowa,2007,7.73536515591429,6.73510242023572,3.56760375725357,2.567341021575,422.944426736089,465.955724370268
Iowa,2008,7.98877196332192,7.42524862980959,4.37559294256636,3.14910098139246,442.498410532715,483.105238976986
Iowa,2009,8.21004527065123,6.52846973328893,4.61608971040632,3.75881590704514,425.306722675222,463.719183479674
Iowa,2010,8.83022497378014,7.2217453317161,4.10326439302051,2.52761086610064,430.547326230856,459.926699284883
Iowa,2011,8.22126155258525,7.50353236942304,3.78439023849162,2.67517240996821,431.616231510725,466.067232302511
Iowa,2012,9.06930705943159,7.4114767367398,4.97349096807539,2.73054406090414,435.131699991223,464.680087507436
Iowa,2013,9.24988599353802,8.27961823197809,5.07773461883031,3.39593716545976,449.751449741747,462.656010970494
Iowa,2014,9.36284398799239,8.33325289652931,4.79403351962497,3.34617104725501,449.673909196501,465.24647445488
Iowa,2015,9.00064926391666,7.65535649137395,5.02883250688582,3.71557051464175,454.292556975551,470.884501170245
Iowa,2016,12.2500034293629,8.54948156007622,6.34830906886257,3.98763132466242,451.399865951785,462.820442065619
Kansas,1980,26.3488811437441,22.1685298084386,,,465.412448664019,413.094718316104
Kansas,1981,22.3572776706899,20.0545618057312,,,454.263038814579,408.124986393043
Kansas,1982,21.5093578187764,19.7203783483559,,,452.237368452803,410.050736289865
Kansas,1983,23.667326758892,20.5227169098085,,,453.196206276476,406.523575884815
Kansas,1984,22.2693636240668,21.1146558805966,,,450.583457326951,422.540554985533
Kansas,1985,21.74726058655,19.8114248903988,,,439.352327039259,424.153957424795
Kansas,1986,23.3026084126115,20.549037400892,,,440.24257727671,428.652920182607
Kansas,1987,24.2909317535231,19.5881419359218,,,432.084149676305,423.864490951628
Kansas,1988,24.1623089908561,21.4415111717177,,,441.134727004487,442.759083911435
Kansas,1989,22.3594880041145,20.9038974649678,,,418.846177639461,432.269957056036
Kansas,1990,23.6096060828031,20.0984338961298,,,425.013267791453,424.448251577505
Kansas,1991,25.2437663699424,21.203163511996,,,424.703365742169,422.863091173203
Kansas,1992,24.9071507995748,19.7757251197892,,,405.54051872398,418.961170501881
Kansas,1993,25.0625978457896,22.6775456326957,,,427.237139876665,442.407635920607
Kansas,1994,25.8362901101625,20.7619962504455,,,412.993291086286,437.396383694086
Kansas,1995,26.4389026933095,20.9051788737796,,,420.063437995009,446.271768862505
Kansas,1996,25.3100384123801,23.1307752862386,,,417.003910821494,440.86110714978
Kansas,1997,24.0134930793341,20.2957642929601,,,416.423560081911,431.787643331722
Kansas,1998,24.9462097352584,21.1516808448049,,,409.208006681376,440.3156296645
Kansas,1999,23.2980303456845,21.3565278168775,8.40073209579971,5.60048806386647,410.47843849432,450.689942792881
Kansas,2000,24.4381640057461,23.061889929319,9.41073895502857,5.76547248232976,408.269844942267,456.476634213876
Kansas,2001,24.9799974982995,22.6855384688261,10.2510508252281,6.55031045510965,407.007425905627,449.787984584196
Kansas,2002,24.5067780588789,23.8802889957196,10.023825010549,7.59157335357753,408.728835264701,456.194594873477
Kansas,2003,23.209661094879,23.209661094879,10.1725888026606,6.68379480896833,399.338377762207,448.181493673898
Kansas,2004,24.3565892436767,22.4548735669932,9.69143566002151,7.82629143865888,385.097424528402,430.336314760276
Kansas,2005,25.6802628784697,21.6369874465404,11.6198636286976,7.75871772072915,401.413470809555,437.438690648997
Kansas,2006,25.1544464917872,23.5619347714438,11.1475820424035,7.9625586017168,392.554139064638,434.393765171841
Kansas,2007,22.7747473314211,21.2300878120976,12.8961108706312,8.51358851348075,395.32507000361,427.403696765375
Kansas,2008,23.3611910788739,21.6518356340783,12.3928269747685,9.15217394401006,402.481984105843,426.875910765948
Kansas,2009,23.2286889134904,21.0046655068797,12.3909875511172,9.14320733828879,385.109068932017,405.972526603556
Kansas,2010,23.3078337453971,19.5225013476484,13.2136140180673,9.63857786463791,396.128025549592,404.609974070473
Kansas,2011,21.920172238886,22.0595692006595,14.2533393413424,10.1411289690236,398.013175103842,419.13181481253
Kansas,2012,22.9788490611944,21.2459041847846,13.5862878310531,10.744258233741,401.661963454272,411.747702634977
Kansas,2013,23.6101715246121,22.0891648670969,14.6224049120219,9.99024827322534,399.506225929638,415.960752497303
Kansas,2014,24.488162904917,22.0393466144253,15.0722918161249,11.1748799735114,413.987914574251,412.194415319243
Kansas,2015,24.632567074721,23.8412974619855,16.1694225211157,11.7658351111097,420.783418842056,431.345148020742
Kansas,2016,26.6915329023018,22.2200132150605,16.5102265375063,11.2131955233897,415.851330913439,421.354739759274
Kentucky,1980,41.5411039944146,34.3082573725224,,,469.398098880383,376.681193315976
Kentucky,1981,37.9504366752148,31.9023412395381,,,460.145639227838,376.507562707444
Kentucky,1982,36.3520266186968,31.8725013072069,,,453.192218331521,373.755302807766
Kentucky,1983,39.4271367016817,33.0906325889114,,,469.984467441201,383.656368674057
Kentucky,1984,37.3376698099082,32.81599406063,,,457.745210882022,382.013911057284
Kentucky,1985,38.526015754785,35.4396026865872,,,464.830052349897,404.401333330445
Kentucky,1986,36.6985317332448,34.8812356311551,,,469.974471058339,402.110667365376
Kentucky,1987,35.9485154267732,33.2605222037743,,,464.887070345326,404.610858678078
Kentucky,1988,37.4959345440535,35.3494281462418,,,470.791346264359,422.37268296182
Kentucky,1989,37.7146037032045,32.8236608598495,,,463.090771551668,426.816278796785
Kentucky,1990,36.3129574883474,34.1434006555858,,,459.756212322595,419.944844441419
Kentucky,1991,37.0789717660142,33.0515671571061,,,457.835355940677,419.601861520109
Kentucky,1992,34.1151046285038,32.1770481009701,,,451.301683719794,411.266214630468
Kentucky,1993,35.2975483676064,32.4653528076499,,,461.411859976252,436.341684464044
Kentucky,1994,36.0775566169589,34.3113407422626,,,455.969407063149,437.631930481743
Kentucky,1995,36.0857714806149,33.513727896822,,,454.608703435402,431.203106822886
Kentucky,1996,33.3867163718102,33.1571667558084,,,448.514444154532,433.874279756198
Kentucky,1997,33.845638592325,34.250369696568,,,451.452251089106,440.246258640377
Kentucky,1998,31.7769483946873,33.9840292618794,,,436.87660938205,444.751875203622
Kentucky,1999,32.5281921368384,34.1707787328838,2.68786897534702,1.79191265023134,450.740694560276,459.874471541316
Kentucky,2000,32.8074167524171,34.2424319648154,2.52364744249362,2.07829789381828,447.477329852349,461.15945765332
Kentucky,2001,32.8160443171461,31.8327920529619,2.75310633971562,2.01566714157751,447.60101196323,465.5945283978
Kentucky,2002,31.4679543995843,34.5731837770103,3.66759375286531,2.3228093768147,460.18521348452,466.884684739754
Kentucky,2003,32.4251852607495,32.9109558264536,3.23037426193235,1.65161992339398,449.604947087441,460.04901425008
Kentucky,2004,30.9447357891185,30.8723786516537,3.18371404845179,2.1465950781228,430.307896503245,438.001872120337
Kentucky,2005,31.2235370960007,30.6736585713391,4.01650400622367,2.39077619418076,445.712405881118,451.402453223268
Kentucky,2006,32.612516143314,31.5696740573359,3.17592817093319,1.7064688679641,441.975436802703,441.66732436821
Kentucky,2007,31.8088873185437,31.4095142872178,3.42990956315168,2.2552830004285,436.914096270514,438.746513708362
Kentucky,2008,30.4903775818333,28.6255226838619,2.56417548471075,1.5618159770511,449.313476979998,452.040827268281
Kentucky,2009,31.8039486930268,30.784739849259,3.05762653130338,0.903389656975998,443.656976924648,449.239461728013
Kentucky,2010,30.2578694081418,30.4883177661627,2.90364931106311,1.52095916293782,455.527269299877,448.729042738261
Kentucky,2011,29.9357754029543,30.5079423640199,2.97526819754133,1.60206749098379,459.610276484808,452.263652704725
Kentucky,2012,31.7004268610716,30.0355842993031,2.64550324883763,1.82448499919837,467.683923482011,463.168323108995
Kentucky,2013,31.496585483801,28.746883576485,2.72697709816459,1.49983740399052,472.88055363089,457.768555545228
Kentucky,2014,31.8826609309601,29.9565584582298,3.62560465455126,2.01674258909414,487.462545804416,462.740454066195
Kentucky,2015,34.3533024711099,31.70900221511,3.34492681955544,2.2826865457777,505.987984028427,477.104088924428
Kentucky,2016,36.8269004956982,33.4687559584528,3.83144007605183,2.27632616283079,511.474712270119,491.776602702653
Louisiana,1980,151.360501052834,127.14187206444,,,315.624953300269,249.729408413139
Louisiana,1981,148.012368706036,119.598655721366,,,312.317752486957,257.937775134015
Louisiana,1982,143.489035910104,115.850882413992,,,301.152660086263,258.032553386935
Louisiana,1983,145.466134965476,123.21088474963,,,299.70706725814,257.128840849273
Louisiana,1984,137.157699102945,117.71623686878,,,298.344682135499,256.282079264386
Louisiana,1985,141.605937383242,123.854184425977,,,307.220950605237,264.485249041451
Louisiana,1986,139.905932206659,120.914484711204,,,299.438629148763,262.544849426411
Louisiana,1987,141.39435417248,124.862657983612,,,302.77410150922,267.316145895212
Louisiana,1988,146.04457179643,128.82035562063,,,314.068082501898,284.65406245608
Louisiana,1989,150.957087674955,134.413845190029,,,309.809813808626,286.992358619899
Louisiana,1990,154.64933204751,129.924385239302,,,312.187977802492,289.689223522992
Louisiana,1991,155.961345829661,128.922407879677,,,319.510508303843,291.790311274321
Louisiana,1992,151.649529159995,127.201194196384,,,308.654407883447,286.604338159124
Louisiana,1993,160.449276496473,135.53680586008,,,316.291135096439,301.380697280605
Louisiana,1994,150.670892379051,132.647398386805,,,310.81331476423,299.088848009071
Louisiana,1995,153.437074935134,132.710971983468,,,311.758936248744,305.32197475935
Louisiana,1996,150.001806019018,129.897066002839,,,310.294512859878,305.228572720208
Louisiana,1997,147.117489441964,134.121244791614,,,309.898278958176,308.722966398492
Louisiana,1998,150.803290261789,138.605799839182,,,303.339434329004,310.540904689215
Louisiana,1999,146.161762961937,138.47257819262,5.7612842149107,4.05755814357524,314.516799747849,321.354121481497
Louisiana,2000,146.409378792815,139.18177228967,4.09489780209158,3.89350938559527,309.377360719771,320.655112043564
Louisiana,2001,148.016637355889,142.232643832175,4.95770873461184,4.01976383887447,314.211540072021,322.943360410909
Louisiana,2002,147.289453794938,140.3296713315,5.35881013958033,4.15808089668681,316.570041316204,323.996774040767
Louisiana,2003,149.478814839588,142.422919318157,4.33528376865333,3.56112595282238,318.42216904864,328.574695833394
Louisiana,2004,152.562322093001,136.680024199086,3.58065637165719,2.76786934250802,311.187596079115,321.468253637002
Louisiana,2005,155.485654503709,146.723745080439,5.46253704692625,4.30447919297789,326.528614517064,334.897221272955
Louisiana,2006,145.119362069787,134.312106566512,4.53207488847029,3.32352158487821,326.216426331123,319.453176112944
Louisiana,2007,140.849866566291,128.57721066071,5.78208928140057,3.31384563558531,318.106326908358,320.117488397541
Louisiana,2008,139.688419974272,131.978052054452,5.02752060268925,3.4944649929006,327.465187237943,323.7678178261
Louisiana,2009,139.14714599185,127.659157618763,4.3859180416631,3.69574819754353,316.053261520048,307.682169217178
Louisiana,2010,136.45471847446,127.14597434316,5.36024839788131,4.08084754571211,318.769339908571,307.938549935898
Louisiana,2011,135.507159586345,122.459131477789,4.74275058552207,3.58438293099363,316.059521738408,312.93411467053
Louisiana,2012,140.134669178128,128.013270108,5.60451784962905,4.82249210316918,326.995376707233,317.372115438296
Louisiana,2013,147.155392030351,130.209177671979,6.46290573106271,5.51184268033777,329.52173200686,320.465017955638
Louisiana,2014,145.872957133145,134.792636642943,7.10001118789642,5.701524135735,335.593862147904,320.059898276203
Louisiana,2015,151.704019738871,133.113155820568,7.49631609608992,5.82570850896131,332.686508344471,310.433158562078
Louisiana,2016,152.488451760548,133.435405259581,7.88180959513131,5.93805709335096,334.624469152648,318.113252846316
Maine,1980,0.444281343826666,0.533137612592,,,506.391875693634,449.34615114629
Maine,1981,0.529310106029636,0.264655053014818,,,489.170756322389,424.594923386773
Maine,1982,0.791446747065931,0.527631164710621,,,469.94349070226,447.431227674606
Maine,1983,0.960645833460692,0.611320075838622,,,494.033952717012,457.354748166695
Maine,1984,0.519052694229518,1.03810538845904,,,474.500671308151,462.302932993758
Maine,1985,0.859623484913608,1.03154818189633,,,507.607667841486,470.042121550761
Maine,1986,1.62366656383445,0.683649079509243,,,477.699794307083,478.212531116715
Maine,1987,0.759721266708592,0.253240422236197,,,482.591831308113,465.709136492367
Maine,1988,0.581378931159751,0.581378931159751,,,478.142643812384,474.571316092403
Maine,1990,0.814460916464002,,,,452.514485187399,447.139043138737
Maine,1991,1.13132775858112,,,,452.450294306836,449.945211412834
Maine,1994,1.52875425838522,0.8850682548546,,,455.568768998795,477.615014619718
Maine,1995,0.964966877511929,0.804139064593274,,,465.274862773669,476.291567958597
Maine,1996,0.800514891178006,,,,454.292200743518,483.831200227987
Maine,1997,1.354734958059,,,,460.211434281807,492.804763566874
Maine,1998,1.19106699751861,0.873449131513648,,,465.627791563276,491.434243176179
Maine,1999,1.8155868924099,,,,452.396890452223,507.338128587758
Maine,2000,1.41184997054724,,,,456.576593253083,504.736364470639
Maine,2001,1.94447814873236,0.777791259492942,,,456.25235281856,501.130908491303
Maine,2002,0.925954504768666,0.848791629371277,,,472.545448933609,499.166640945708
Maine,2003,1.37771304227359,1.14809420189466,,,454.109526656069,496.512472512711
Maine,2004,2.05528253283885,1.14182362935492,1.06570205406459,,442.723081888546,495.094725688291
Maine,2005,1.51654512821252,,1.13740884615939,,472.403807438199,495.682775156261
Maine,2006,1.88876104075266,,1.28435750771181,0.755504416301065,454.964759496502,465.164069116566
Maine,2007,2.33602604292259,1.35640221847118,0.979623824451411,0.828912466843501,461.176754280203,471.274415239933
Maine,2008,1.95413935569019,1.05222888383318,1.72866173772594,1.12738808982126,458.62147493929,474.70554502074
Maine,2009,2.48196812551238,1.12816732977835,1.27858964041547,1.0529561744598,459.013680909153,478.493370136659
Maine,2010,1.58089555474754,1.58089555474754,1.73145703615207,1.58089555474754,468.246207168082,482.775390123619
Maine,2011,1.6563383929452,1.05403352278331,1.43047406663449,,479.961693410258,489.372707006537
Maine,2012,2.33276519213331,1.50500980137633,1.27925833116988,1.27925833116988,477.313858506504,481.452635460289
Maine,2013,2.93436944162712,1.58004508395306,1.58004508395306,,508.548796306607,500.573330644749
Maine,2014,2.47986239018155,0.976915487041216,1.42779955798332,0.976915487041216,506.192516977664,498.377193081334
Maine,2015,3.30963185610924,1.20350249313063,1.57959702223396,0.902626869847975,534.881639290746,540.748713944758
Maine,2016,3.30459586670162,1.35188012728702,1.35188012728702,1.50208903031892,532.941187957151,519.272177781249
Maryland,1980,95.9632440881479,70.8356522871793,,,333.289914623027,302.075809068195
Maryland,1981,94.1449438399747,71.9035817030227,,,328.745612955769,297.434274899955
Maryland,1982,95.6186111449192,74.7741736019888,,,322.365988219862,298.677007746017
Maryland,1983,98.033312335569,74.2023937451366,,,326.453477600326,308.667136028458
Maryland,1984,95.7748748061045,75.7044888551001,,,325.932082912435,310.164128613413
Maryland,1985,100.623954521413,78.4441354861036,,,330.63773090493,314.523413401726
Maryland,1986,101.826464907492,82.8369645651026,,,327.719149519719,314.117057246331
Maryland,1987,105.717101212148,82.836884396939,,,321.547980099024,316.079477036115
Maryland,1988,107.723530613527,85.1283860828487,,,315.474522688291,314.981459762099
Maryland,1989,110.620847625644,84.0904323845119,,,303.177587544562,306.282660028993
Maryland,1990,107.501506546973,84.508767444957,,,301.016759825581,303.29513124569
Maryland,1991,110.813349444917,84.5632177321078,,,292.674590591402,294.050771205454
Maryland,1992,111.870043115352,86.1819682304511,,,290.366626702927,294.427982415954
Maryland,1993,117.709947244706,89.8360386711265,,,295.531808433446,300.418792404139
Maryland,1994,117.89774565099,92.0410562029681,,,291.310739085302,304.428182000042
Maryland,1995,122.775325887133,94.1376113187608,,,293.221007223134,306.474825535769
Maryland,1996,120.062763547936,96.5352338935676,,,291.346308612738,304.410639293634
Maryland,1997,114.473344078016,96.8650438200393,,,283.245411418517,306.49690041556
Maryland,1998,113.256243788291,98.9455413421787,,,279.35643714605,306.575585288521
Maryland,1999,113.540580099872,101.379596076436,1.63668955557979,1.17993898192962,284.155950632114,310.400077343097
Maryland,2000,111.111404806885,103.861314841576,2.45445754033901,1.52931585205738,283.414324138684,315.529957031889
Maryland,2001,111.987833347071,103.429201790391,3.40484690189631,2.38153225924988,281.058018033037,307.868861670373
Maryland,2002,109.955372676476,105.838020038641,4.02544744502645,3.41887317248822,277.608825398331,303.838567425969
Maryland,2003,111.584785970265,104.234345153048,3.69341456904675,3.2385605580804,280.917837172817,300.87683117402
Maryland,2004,110.060781314366,101.58763353095,4.00221022961329,3.10081152924994,266.886127203582,288.249276402193
Maryland,2005,109.595576408537,102.01382989243,6.00817648446216,4.16638428833239,268.687082903358,291.271389152988
Maryland,2006,107.652477615197,103.245443206388,6.20183471239747,4.9046028098043,262.431790924601,286.759331673232
Maryland,2007,108.306352557608,101.850069904737,5.90794083851723,4.19216161295983,266.387991102004,283.917240715689
Maryland,2008,108.215266057047,101.689280408938,6.29731229655768,4.3975644529034,267.371918736527,280.793285446788
Maryland,2009,106.93865755687,101.790664087667,5.70641987942178,3.87408322089185,262.460412802763,279.370262537196
Maryland,2010,102.259406341192,102.155484180276,6.91082370090371,4.93630264350265,256.30668953878,274.319864097526
Maryland,2011,100.468837462093,99.4420736658531,6.50283737618726,4.82578984232844,259.531662229621,273.290297099238
Maryland,2012,103.724312357388,99.971967778736,7.67447850475351,6.248247986171,259.811659468447,274.668227370348
